gene_name	gene_id	transcript_id	ctrl_status	tss_chr_hg38	tss_start_hg38	tss_strand_hg38	meets_filter	rep1_score	rep2_score	mean_score	padj
RP11-166P13.3	ENSG00000263004.1_1	['ENST00000576313.1_1', 'ENST00000576871.1_1']	lncRNA	chr17	57085008	-	False	1.1054665739532432	3.504359904130854	2.304913239042049	filter not met
RP11-295P9.3	ENSG00000239665.8_2	['ENST00000599378.5_1', 'ENST00000616949.4_1']	lncRNA	chr10	13637008	+	False	3.1773423488532764	1.4311916003579408	2.304266974605609	filter not met
RP11-114F10.3	ENSG00000257438.1_1	ENST00000548901.1_1	lncRNA	chr12	106103163	+	False	3.3239830852940675	1.2833273842467154	2.303655234770392	filter not met
RP11-10N23.2	ENSG00000253854.1_2	ENST00000520562.1_1	lncRNA	chr8	93719495	+	False	3.501441155149181	1.1052495994465663	2.3033453772978736	filter not met
TMEM9B-AS1	ENSG00000254860.5_1	ENST00000525484.5_1	lncRNA	chr11	8964534	+	False	1.9315374256170432	2.6745845379422186	2.303060981779631	filter not met
RP11-352G9.1	ENSG00000273009.1_1	ENST00000607976.1_1	lncRNA	chr3	195913682	-	True	1.7044906250135439	2.9016133020349595	2.303051963524252	0.5875495622841207
RP5-1186N24.3	ENSG00000246350.1_1	ENST00000499525.1_1	lncRNA	chr6	28587377	+	False	2.7275804393082326	1.8774029636396876	2.30249170147396	filter not met
LINC01003	ENSG00000261455.1_1	ENST00000564834.1_1	lncRNA	chr7	152464193	+	False	3.0790883309872177	1.5252484570141702	2.302168394000694	filter not met
RP11-437J2.4	ENSG00000280485.1_1	ENST00000627075.1_1	lncRNA	chr10	93788590	-	True	2.603324459295872	2.000980363265399	2.3021524112806357	0.6195002942561338
RBP1	ENSG00000114115.9_1	ENST00000474490.1_1	diff. expr. mRNA	chr3	139518461	-	True	2.199484653975736	2.4045414887522125	2.3020130713639744	0.5976102484200442
RP11-806O11.1	ENSG00000253671.1_2	ENST00000520156.1_1	lncRNA	chr8	17808304	+	False	3.0791830518223686	1.5235395017502122	2.3013612767862908	filter not met
RP11-129M6.1	ENSG00000251363.2_1	ENST00000515218.2_1	lncRNA	chr14	40954919	+	True	2.446633274855621	2.1550640839008257	2.3008486793782232	0.6067857594805478
RP11-230B22.1	ENSG00000235545.1_1	ENST00000453229.1_1	lncRNA	chr1	62688481	+	False	2.9856458355172633	1.6159417723428584	2.3007938039300613	filter not met
RP4-704D21.2	ENSG00000234225.2_1	ENST00000455718.2_1	lncRNA	chr1	147003183	-	False	3.5220388926153365	1.07846424268177	2.3002515676485533	filter not met
CTD-3193O13.8	ENSG00000269139.2_1	ENST00000620586.1_1	lncRNA	chr19	7926223	+	False	3.3971492429556744	1.2024986315098969	2.2998239372327856	filter not met
CTD-2026G6.3	ENSG00000272710.1_2	ENST00000608389.1_1	lncRNA	chr3	75580283	-	True	2.1520912530085803	2.4472664330498723	2.299678843029226	0.5818595566170289
RP11-173A16.1	ENSG00000267560.1_1	ENST00000591014.1_1	lncRNA	chr18	62300997	-	False	2.085039924012772	2.5138587169423867	2.299449320477579	filter not met
RP11-11N9.4	ENSG00000247134.6_2	['ENST00000500843.2_1', 'ENST00000520819.5_1']	lncRNA	chr8	32996178	+	False	1.6999395863914133	2.898455524202004	2.299197555296709	filter not met
RBAKDN	ENSG00000273313.1_2	ENST00000498308.1_1	lncRNA	chr7	5072151	+	True	2.264859032726666	2.3333341037644972	2.2990965682455817	0.6063641276786396
LINC01219	ENSG00000232987.1_1	ENST00000418612.1_1	lncRNA	chr11	1991061	+	False	2.700556211027958	1.894870270195732	2.2977132406118455	filter not met
CRHR1-IT1	ENSG00000204650.13_2	ENST00000580655.1_1	lncRNA	chr17	45640236	+	False	3.103648969367065	1.4909347453248594	2.297291857345962	filter not met
RP11-181C3.1	ENSG00000245017.2_1	ENST00000501499.1_1	lncRNA	chr12	98503854	-	True	3.113893843115936	1.4801854702896098	2.297039656702773	0.7211615569987203
LINC01232	ENSG00000280734.2_1	ENST00000625369.2_1	lncRNA	chr13	99498806	-	False	2.696763631335539	1.8953671745633336	2.2960654029494365	filter not met
LA16c-60D12.2	ENSG00000279442.1_1	ENST00000623199.1_1	lncRNA	chr14	18373751	-	False	2.6982258724139543	1.8931683727366933	2.295697122575324	filter not met
MFI2-AS1	ENSG00000228109.1_1	ENST00000414354.1_1	lncRNA	chr3	197003277	+	False	2.8352231863566963	1.7560350152288569	2.2956291007927763	filter not met
SNHG1	ENSG00000255717.6_1	['ENST00000539921.5_1', 'ENST00000539975.5_1']	lncRNA	chr11	62855363	-	False	1.9088892064451783	2.6804389454583086	2.294664075951744	filter not met
APCDD1L-AS1	ENSG00000231290.5_2	ENST00000424205.1_1	lncRNA	chr20	58523140	+	False	2.413885680232404	2.175347940488776	2.2946168103605897	filter not met
LINC01505	ENSG00000234323.6_2	ENST00000435485.5_1	lncRNA	chr9	106278184	+	True	3.335081058014188	1.2539009642377543	2.2944910111259706	0.801093401672416
RP11-16E23.5	ENSG00000275638.1_1	ENST00000613686.1_1	lncRNA	chr15	65656084	-	True	2.7925795208686965	1.7960552174240931	2.2943173691463947	0.6546933885401713
RP4-799P18.2	ENSG00000233332.1_1	ENST00000412483.1_1	lncRNA	chr1	234215087	-	True	1.8466643086210053	2.741207570677785	2.293935939649395	0.5712876405963799
CTD-2527I21.7	ENSG00000269303.1_1	ENST00000600959.1_1	lncRNA	chr19	35000183	-	False	1.3283442790971802	3.259071521010728	2.293707900053954	filter not met
RP11-626G11.1	ENSG00000261357.1_1	ENST00000565802.1_1	lncRNA	chr16	19065642	+	True	2.859159943079983	1.728158163847752	2.2936590534638674	0.6760081888189207
RP11-321N4.4	ENSG00000280232.1_1	ENST00000624603.1_1	lncRNA	chr6	85499057	-	False	3.087863139289414	1.4978925616278578	2.292877850458636	filter not met
RP11-532F12.5	ENSG00000261183.5_1	['ENST00000564302.5_1', 'ENST00000568419.1_1', 'ENST00000568525.1_1']	lncRNA	chr15	40844381	-	False	2.575426015352311	2.0095089573479252	2.2924674863501178	filter not met
AC073043.1	ENSG00000232732.9_2	ENST00000608419.1_1	lncRNA	chr2	199911105	-	True	2.336033366973276	2.2483744197901947	2.2922038933817346	0.6032856404759716
VPS9D1-AS1	ENSG00000261373.1_1	ENST00000562298.1_1	lncRNA	chr16	89716528	+	True	2.357307484808504	2.226819951514043	2.2920637181612733	0.6000015804101664
RP11-4K16.2	ENSG00000253972.5_1	['ENST00000521048.1_1', 'ENST00000522828.5_1', 'ENST00000524129.5_1']	lncRNA	chr8	119246829	-	False	1.4580289261246322	3.1252303295970822	2.291629627860857	filter not met
CTC-510F12.7	ENSG00000273733.1_1	ENST00000615848.1_1	lncRNA	chr19	11221083	+	False	2.253836363647315	2.326578508870629	2.290207436258972	filter not met
RP11-474D1.2	ENSG00000256906.1_1	ENST00000535487.1_1	lncRNA	chr12	130070282	+	False	2.5544566084527025	2.02591764909112	2.2901871287719113	filter not met
BHLHE40-AS1	ENSG00000235831.6_1	['ENST00000441386.2_1', 'ENST00000615178.4_1']	lncRNA	chr3	4979923	-	False	2.854875934668603	1.7249494550554036	2.289912694862003	filter not met
LAMTOR5-AS1	ENSG00000224699.8_1	['ENST00000608077.1_1', 'ENST00000608111.1_1', 'ENST00000608152.1_1', 'ENST00000608635.5_1']	lncRNA	chr1	110412941	+	False	2.9434698801068713	1.635136535267396	2.2893032076871336	filter not met
RP11-1081M5.1	ENSG00000253369.1_1	ENST00000521558.1_1	lncRNA	chr8	53395945	-	True	2.0253875144369045	2.553139459565257	2.2892634870010804	0.5515426704239208
PCBP1-AS1	ENSG00000179818.9	ENST00000602091.1	lncRNA	chr2	70060105	-	False	2.6572083330044034	1.9196000160899496	2.2884041745471766	filter not met
AC131056.5	ENSG00000267330.1	ENST00000590860.1	lncRNA	chr17	36226806	-	True	2.4377529798696185	2.137784287283984	2.2877686335768006	0.6118692960649614
RP11-539G18.3	ENSG00000255458.5_2	ENST00000532680.1_1	lncRNA	chr4	39639207	+	False	3.095741954389074	1.479764876930166	2.28775341565962	filter not met
RP11-142O6.1	ENSG00000266371.1_2	ENST00000584382.1_1	lncRNA	chr17	31133182	+	False	2.379250226656447	2.1961656940629086	2.2877079603596777	filter not met
RP11-16O9.2	ENSG00000259396.1_2	ENST00000559959.1_1	lncRNA	chr15	41342414	+	False	2.2975009041529084	2.2773758774566226	2.2874383908047653	filter not met
CTB-17P3.4	ENSG00000254298.1_1	ENST00000523781.1_1	lncRNA	chr5	151158495	-	False	3.2973661648434893	1.2774760283430922	2.2874210965932913	filter not met
RP11-121A14.2	ENSG00000235204.1_1	ENST00000426157.1_1	lncRNA	chr9	124261259	-	False	1.5472472692172892	3.025537440889357	2.2863923550533234	filter not met
RP11-542C10.1	ENSG00000231510.1_1	ENST00000443270.1_1	lncRNA	chr1	5090898	-	True	2.9237285148417693	1.6489044623534326	2.286316488597601	0.691299548201086
AC005786.7	ENSG00000267436.1_1	ENST00000589360.1_1	lncRNA	chr19	3544200	+	True	2.164482908984932	2.4059739735495933	2.2852284412672623	0.6000015804101664
RP11-521B24.3	ENSG00000251602.6_1	['ENST00000504332.1_1', 'ENST00000551271.5_1']	lncRNA	chr14	105419766	-	True	3.1262704725649177	1.4437221767498232	2.2849963246573703	0.7400769207728969
RP11-123K19.1	ENSG00000224842.2_1	ENST00000432418.1_1	lncRNA	chr9	126612537	-	False	2.896178065960452	1.6737108010087738	2.2849444334846134	filter not met
LINC00632	ENSG00000203930.10_1	['ENST00000370535.7_1', 'ENST00000498732.5_1']	lncRNA	chrX	140709758	+	False	2.522376851680768	2.0455969928188744	2.283986922249821	filter not met
RP11-452D21.1	ENSG00000258426.1_1	ENST00000557709.1_1	lncRNA	chr14	83039601	-	False	3.5684298299292143	0.9977203042730568	2.2830750671011355	filter not met
AC003664.1	ENSG00000234634.1_1	ENST00000440522.1_1	lncRNA	chr17	13306770	-	False	2.821747819386239	1.744323800801059	2.283035810093649	filter not met
TMEM9B-AS1	ENSG00000254860.5_1	ENST00000534349.1_1	lncRNA	chr11	8965920	+	True	1.4061835836938579	3.159298327183307	2.2827409554385825	0.6295456772680968
LINC00347	ENSG00000236678.7_2	ENST00000595711.5_1	lncRNA	chr13	74552843	+	False	2.441000592030913	2.1241790418886084	2.2825898169597605	filter not met
LCMT1-AS1	ENSG00000260448.5_2	ENST00000563962.5_1	lncRNA	chr16	25111481	-	True	2.6673538347230346	1.8963022664701668	2.2818280505966007	0.6258229728294687
RP11-359M6.1	ENSG00000257474.5_1	ENST00000548359.1_1	lncRNA	chr12	79540241	+	True	2.5877125035158217	1.9757842103500345	2.2817483569329284	0.6245338170275668
RP11-553N19.1	ENSG00000257025.1_2	ENST00000536216.1_1	lncRNA	chr12	128399978	+	True	2.553863256608801	2.0087389219253287	2.281301089267065	0.6230000181835432
LINC01410	ENSG00000238113.6_1	ENST00000452184.2_1	lncRNA	chr9	62802066	+	False	2.2192998310385814	2.341762977356261	2.2805314041974207	filter not met
RP3-399L15.1	ENSG00000232395.1_1	ENST00000438522.1_1	lncRNA	chr6	114488680	-	True	2.3817348012404684	2.178216884280304	2.2799758427603862	0.6081331196747356
LARGE-AS1	ENSG00000224973.5_1	ENST00000450974.1_1	lncRNA	chr22	33725039	+	False	2.8458683585583886	1.7126439594761316	2.27925615901726	filter not met
RP11-528I4.2	ENSG00000272969.1_1	ENST00000609234.1_1	lncRNA	chr4	55546997	+	False	2.7146870496572992	1.8418869880728408	2.2782870188650697	filter not met
RP11-317F20.3	ENSG00000279796.1_1	ENST00000623755.1_1	lncRNA	chr10	114427397	-	False	2.997346639366605	1.5584107891845724	2.2778787142755887	filter not met
CTD-2619J13.14	ENSG00000232098.3_1	ENST00000444227.2_1	lncRNA	chr19	58405361	-	False	3.022145859559749	1.5328778034937398	2.2775118315267444	filter not met
RP13-455A7.1	ENSG00000230345.1_1	ENST00000449941.1_1	lncRNA	chr22	47860671	+	False	1.9667522986370225	2.588093415549611	2.277422857093317	filter not met
RP11-1055B8.3	ENSG00000262223.6_1	ENST00000570929.1_1	lncRNA	chr17	81379742	-	False	3.018270912025097	1.5365496639618406	2.2774102879934692	filter not met
CTD-2140G10.2	ENSG00000254768.5_1	['ENST00000528009.1_1', 'ENST00000530569.5_1']	lncRNA	chr11	22338221	-	True	2.4235870841354203	2.131168733148168	2.2773779086417942	0.6146285561100172
RP11-333E1.1	ENSG00000261879.5_1	['ENST00000571689.1_1', 'ENST00000575601.5_1']	lncRNA	chr17	5192072	+	True	2.3584305601327946	2.1956671245482857	2.27704884234054	0.6067857594805478
SLC8A1-AS1	ENSG00000227028.6_2	ENST00000631330.2_1	lncRNA	chr2	39917563	+	False	3.5159221145961843	1.0378860772402432	2.276904095918214	filter not met
H19	ENSG00000130600.16_2	['ENST00000411754.5_1', 'ENST00000422826.1_1']	lncRNA	chr11	1997752	-	True	2.485579334118953	2.0659031287689724	2.2757412314439627	0.6195002942561338
AC006129.2	ENSG00000268027.5_2	ENST00000601116.5_1	lncRNA	chr19	41549517	+	True	2.208397046474252	2.3420914331416407	2.2752442398079458	0.6085318075043213
RP11-421F16.3	ENSG00000247903.1_1	ENST00000500632.1_1	lncRNA	chr12	26971586	+	True	2.492013353249799	2.058206844471627	2.275110098860713	0.6195002942561338
RP11-73M14.1	ENSG00000256714.1_2	ENST00000536786.1_1	lncRNA	chr12	22398074	-	False	3.9271957879682713	0.6216117017445029	2.2744037448563867	filter not met
RP1-178F15.4	ENSG00000272030.1_2	ENST00000607839.1_1	lncRNA	chr1	153632064	-	True	1.8940981795169287	2.6545787273784085	2.2743384534476685	0.5712876405963799
CTD-2555O16.1	ENSG00000258809.1_2	ENST00000556556.1_1	lncRNA	chr14	64379317	-	False	2.997411841100433	1.5499751811466524	2.2736935111235432	filter not met
RP11-108M12.3	ENSG00000258592.1_1	ENST00000551408.2_1	lncRNA	chr14	57112666	-	True	2.515238892644645	2.0316928878149887	2.273465890229817	0.6230000181835432
RP11-546B15.1	ENSG00000261002.5_1	['ENST00000561800.1_1', 'ENST00000563846.5_1']	lncRNA	chr15	42208400	+	True	3.5014334586422757	1.044963441764583	2.273198450203429	0.8528282188620675
TUG1	ENSG00000253352.8_1	['ENST00000563812.1_1', 'ENST00000569149.1_1']	lncRNA	chr22	30971495	+	True	2.2291862946477616	2.3169936951688905	2.273089994908326	0.6118692960649614
CCDC144NL-AS1	ENSG00000233098.8_2	ENST00000437829.5_1	lncRNA	chr17	20948930	+	False	3.2865278778806046	1.2586652966957563	2.2725965872881804	filter not met
UBL7-AS1	ENSG00000247240.7_1	['ENST00000499217.6_1', 'ENST00000564621.1_1', 'ENST00000567286.5_1']	lncRNA	chr15	74461298	+	False	1.6409386782332969	2.9040336268896616	2.2724861525614792	filter not met
RFX3-AS1	ENSG00000232104.3_1	['ENST00000427722.2_1', 'ENST00000457566.1_1']	lncRNA	chr9	3668134	+	False	3.120016428640492	1.4236709354114578	2.271843682025975	filter not met
AC007250.4	ENSG00000225226.1_1	ENST00000454367.1_1	lncRNA	chr2	58275877	+	False	2.8614340457903618	1.6820101039850712	2.2717220748877165	filter not met
RP11-350G8.5	ENSG00000228013.1_1	ENST00000424435.1_1	lncRNA	chr1	154406543	-	True	2.5073540862852215	2.0360379435530684	2.2716960149191454	0.6230000181835432
RP11-719J20.1	ENSG00000226707.1_1	ENST00000430821.1_1	lncRNA	chr6	49824781	-	False	2.8501467124619198	1.6928015616512475	2.271474137056584	filter not met
RP11-98D18.16	ENSG00000268288.1_2	ENST00000596133.1_1	lncRNA	chr1	151766573	-	True	3.0810310929795564	1.4594198034275885	2.2702254482035724	0.7400769207728969
LINC00683	ENSG00000266256.1_1	ENST00000578803.1_1	lncRNA	chr18	76619757	+	False	2.6353476835256284	1.9041306302189656	2.269739156872297	filter not met
RP11-140I16.3	ENSG00000272343.1_1	ENST00000606048.1_1	lncRNA	chr8	56222654	+	False	2.4862138733578005	2.0517486256882767	2.2689812495230393	filter not met
AC002059.10	ENSG00000273216.1_2	ENST00000608014.1_1	lncRNA	chr22	29316841	-	False	2.981683111670208	1.5548968624130168	2.2682899870416118	filter not met
SERPINB9P1	ENSG00000230438.6_1	ENST00000420981.2_1	lncRNA	chr6	2876536	-	True	3.0195394261987896	1.5156018421176007	2.267570634158196	0.7200690732606873
RP11-98G7.1	ENSG00000236947.5_1	['ENST00000441085.5_1', 'ENST00000452465.1_1']	lncRNA	chr1	156456553	-	False	1.9773924413520656	2.557599466153153	2.2674959537526096	filter not met
AC138035.2	ENSG00000238035.8_1	ENST00000499986.8_1	lncRNA	chr5	181306502	+	False	3.0738239219675507	1.4607931614397325	2.2673085417036414	filter not met
CATIP-AS2	ENSG00000237281.1_1	ENST00000411433.1_1	lncRNA	chr2	218357982	-	False	2.6493942133244714	1.8842111484534367	2.2668026808889543	filter not met
AC084082.3	ENSG00000253190.3_1	ENST00000517961.3_1	lncRNA	chr8	66113286	+	False	2.4926455007547617	2.040332984220526	2.266489242487644	filter not met
RP11-218E20.3	ENSG00000258711.2_1	ENST00000553648.2_1	lncRNA	chr14	50961990	-	True	1.998966265026712	2.5327824235161587	2.2658743442714355	0.5628476879202619
ANKRD44-IT1	ENSG00000236977.1_2	ENST00000428191.1_1	lncRNA	chr2	197302563	-	True	1.6154928362185006	2.9156251385913645	2.2655589874049324	0.6118692960649614
LINC01521	ENSG00000213888.3_1	ENST00000614284.1_1	lncRNA	chr22	31346890	+	False	3.2092585760848915	1.3211315727685546	2.2651950744267233	filter not met
RP11-244M2.1	ENSG00000267374.1_2	ENST00000591469.1_1	lncRNA	chr18	39340637	-	True	2.138506033652747	2.3916183842510437	2.2650622089518957	0.6070751916093426
TH2LCRR	ENSG00000223442.1_1	ENST00000457489.1_1	lncRNA	chr5	132642179	-	False	2.7254173067782523	1.804334436914748	2.2648758718465	filter not met
CTD-3074O7.2	ENSG00000250105.1_1	ENST00000504911.1_1	lncRNA	chr11	66560664	-	False	2.4380449343508515	2.0911601344295407	2.264602534390196	filter not met
CTC-303L1.2	ENSG00000270133.1_2	ENST00000514061.2_1	lncRNA	chr5	94618603	-	False	1.302727150586842	3.2251475492692947	2.263937349928068	filter not met
RP11-586L23.1	ENSG00000248747.1_1	ENST00000514347.1_1	lncRNA	chr4	141278800	-	False	2.609705998169623	1.9166702387618373	2.26318811846573	filter not met
DNM1P41	ENSG00000280038.1_1	ENST00000623634.1_1	lncRNA	chr15	84169895	-	False	2.3631141351538627	2.1627802790678854	2.2629472071108743	filter not met
RP13-349O20.2	ENSG00000281091.2_1	['ENST00000628546.1_1', 'ENST00000629535.2_1']	lncRNA	chrX	103404779	+	False	1.4102907677461516	3.1144466791482053	2.2623687234471785	filter not met
ROR1-AS1	ENSG00000223949.6_1	ENST00000412349.6_1	lncRNA	chr1	64112212	-	False	1.8276994188115336	2.696120410616948	2.2619099147142405	filter not met
AC005355.1	ENSG00000250994.1_1	ENST00000513329.1_1	lncRNA	chr5	134436700	+	False	2.734649543690642	1.7890666162187698	2.261858079954706	filter not met
RP11-1141N12.1	ENSG00000258496.1_1	ENST00000555490.1_1	lncRNA	chr14	87251103	+	True	2.5208441790973004	2.0023712187503313	2.2616076989238154	0.6295456772680968
LINCR-0001	ENSG00000253641.5_1	ENST00000518098.1_1	lncRNA	chr8	10477645	+	False	3.0965150950839435	1.4266998067780057	2.261607450930974	filter not met
RP11-29A19.2	ENSG00000282390.1_1	ENST00000632982.1_1	lncRNA	chr10	1293001	-	True	2.427065510196924	2.0951447786110453	2.2611051444039845	0.6195002942561338
RP11-80H5.9	ENSG00000235100.3_2	ENST00000449882.2_1	lncRNA	chr10	89699670	-	False	4.190451084613047	0.33162315009173743	2.261037117352392	filter not met
RP11-1334A24.6	ENSG00000248996.1_1	ENST00000506025.1_1	lncRNA	chr5	177495046	+	True	2.3694931296453587	2.1524686000129933	2.2609808648291763	0.6195002942561338
LA16c-429E7.1	ENSG00000260541.1_2	ENST00000570247.1_1	lncRNA	chr16	1843546	-	False	3.2570226843080525	1.2646812952988868	2.2608519898034696	filter not met
RP11-227G15.9	ENSG00000264083.1_1	ENST00000584125.1_1	lncRNA	chr17	32430967	+	False	3.8414415127408	0.6794430905033123	2.260442301622056	filter not met
RP11-112J3.16	ENSG00000227388.2_1	ENST00000574939.1_1	lncRNA	chr9	35772163	+	False	2.84469307380807	1.6753734006610976	2.260033237234584	filter not met
RP11-497H17.1	ENSG00000262663.1_2	ENST00000571113.1_1	lncRNA	chr17	82917988	+	False	1.0284026815135077	3.490632256068903	2.2595174687912056	filter not met
TERF1	ENSG00000147601.13_1	['ENST00000276603.9_1', 'ENST00000276602.10_1']	diff. expr. mRNA	chr8	73008863	+	True	2.494002542114937	2.024248125724791	2.2591253339198643	0.6295456772680968
TMEM51-AS1	ENSG00000175147.11_1	ENST00000404665.3_1	lncRNA	chr1	15152441	-	False	2.6785456994362704	1.839065008082664	2.2588053537594672	filter not met
RP11-465I4.2	ENSG00000265643.1_1	ENST00000583991.1_1	lncRNA	chr18	69618693	-	False	2.958371172014149	1.558931207352154	2.258651189683152	filter not met
RP11-50C13.1	ENSG00000259250.1_1	ENST00000560594.1_1	lncRNA	chr15	58587507	+	False	2.43422785919826	2.082815030284359	2.2585214447413096	filter not met
RP11-140A10.3	ENSG00000235010.1_1	ENST00000443922.1_1	lncRNA	chr10	132186749	-	True	2.2975173232675057	2.218477869455924	2.2579975963617147	0.6195002942561338
RP11-131L12.4	ENSG00000275409.1_1	ENST00000610630.1_1	lncRNA	chr12	118430147	+	False	2.5157556544564126	2.0002139961273917	2.257984825291902	filter not met
RP11-475O6.1	ENSG00000233008.5_1	ENST00000457273.5_1	lncRNA	chr1	83860545	-	False	2.638236658756545	1.877691744765356	2.2579642017609505	filter not met
KCNK12	ENSG00000184261.4_1	ENST00000327876.4_1	diff. expr. mRNA	chr2	47570951	-	False	1.9365096809420483	2.579299804437822	2.2579047426899352	filter not met
MUC19	ENSG00000205592.13_2	ENST00000427572.2_1	lncRNA	chr12	40567726	+	False	2.4900865713137965	2.0251831504362663	2.2576348608750307	filter not met
RP11-70C1.3	ENSG00000235288.3_2	['ENST00000449063.2_1', 'ENST00000625589.2_1']	lncRNA	chr3	42852445	-	False	2.4936321181910643	2.021580082475627	2.2576061003333456	filter not met
RP11-77A13.1	ENSG00000259094.1_1	ENST00000556770.1_1	lncRNA	chr2	118952982	-	False	2.5126155875094867	2.0015521692692992	2.257083878389393	filter not met
AC074366.3	ENSG00000232518.3_1	['ENST00000626762.2_1', 'ENST00000629644.2_1', 'ENST00000630361.2_1']	lncRNA	chr2	38669527	-	True	1.8357022048448892	2.677529964359016	2.2566160846019523	0.6038675663420223
RP11-82O19.1	ENSG00000263657.1_1	ENST00000577846.1_1	lncRNA	chr17	29761102	+	False	2.5011992720465326	2.0107610872966117	2.255980179671572	filter not met
RP11-676J12.6	ENSG00000262133.1_1	ENST00000573877.1_1	lncRNA	chr17	877875	+	False	2.668241200105249	1.8436953316373028	2.255968265871276	filter not met
DARS-AS1	ENSG00000231890.7_1	['ENST00000595624.5_1', 'ENST00000613688.1_1', 'ENST00000625389.2_1', 'ENST00000627657.2_1']	lncRNA	chr2	136000410	+	True	2.709482672051509	1.8023389358564266	2.2559108039539684	0.6698130910001928
AC010226.4	ENSG00000249249.1_1	ENST00000515570.1_1	lncRNA	chr5	115602605	+	False	2.9784038056673805	1.5334176258762189	2.2559107157718	filter not met
RP11-172F10.1	ENSG00000266268.5_2	ENST00000584204.1_1	lncRNA	chr18	5004217	-	False	2.6509917676950963	1.8605997952532198	2.2557957814741583	filter not met
PHKA2-AS1	ENSG00000237836.5_1	ENST00000452900.5_1	lncRNA	chrX	18890297	+	False	2.429584587007043	2.0816168068170326	2.2556006969120377	filter not met
RP11-380L11.4	ENSG00000270028.1_2	ENST00000602952.1_1	lncRNA	chr12	123926235	-	False	2.2909653143296045	2.219929691859821	2.2554475030947128	filter not met
RP11-254F7.4	ENSG00000272524.1_1	ENST00000607140.1_1	lncRNA	chr2	10120755	+	True	2.208536031152591	2.2995148031633588	2.2540254171579748	0.6195002942561338
CSAG2	ENSG00000184324.11	ENST00000439173.1	lncRNA	chrX	152759218	+	False	1.933968895234509	2.573503380665012	2.2537361379497605	filter not met
RP11-286N22.6	ENSG00000279632.1_2	ENST00000623917.1_1	lncRNA	chr11	61427324	-	False	2.0336983975838585	2.4737520005071216	2.2537251990454905	filter not met
RP11-583F2.5	ENSG00000266598.1_1	ENST00000581796.1_1	lncRNA	chr17	65051909	+	False	3.154634563721883	1.3521791996495116	2.2534068816856974	filter not met
LINC01127	ENSG00000281162.2_1	ENST00000625702.1_1	lncRNA	chr2	101983466	+	True	2.829915303746924	1.6763489541399443	2.2531321289434345	0.6939606368156069
RP11-160N1.10	ENSG00000204814.5_1	ENST00000377548.2_1	lncRNA	chr9	61659654	+	False	1.731197043313154	2.7746482537939254	2.25292264855354	filter not met
RP11-103H7.2	ENSG00000253220.1_1	ENST00000521428.1_1	lncRNA	chr8	126497332	+	False	3.4612466324293067	1.0438988394622533	2.2525727359457797	filter not met
RP11-787D18.2	ENSG00000254222.1_1	ENST00000521378.1_1	lncRNA	chr8	61292038	-	True	1.390438547178929	3.114553867956413	2.252496207567671	0.6295456772680968
CTD-2033C11.1	ENSG00000269961.1_1	ENST00000602982.1_1	lncRNA	chr5	65925143	-	False	1.9798455394437005	2.5245728220241017	2.2522091807339013	filter not met
ST7-AS1	ENSG00000227199.1_1	ENST00000456775.1_1	lncRNA	chr7	116954285	-	False	2.8320925314410896	1.6717016341257382	2.251897082783414	filter not met
RP11-122K13.7	ENSG00000226699.1_1	ENST00000452591.1_1	lncRNA	chr10	133350725	-	False	2.6574956621922112	1.8461521561272731	2.2518239091597416	filter not met
RP11-62J1.4	ENSG00000272915.1_1	ENST00000608625.1_1	lncRNA	chr7	128264888	-	False	3.0735318637098783	1.4297852635004062	2.251658563605142	filter not met
HAGLROS	ENSG00000226363.3_1	ENST00000426615.3_1	lncRNA	chr2	176178168	+	False	2.1907135446354618	2.310553468133228	2.2506335063843452	filter not met
RP11-159D12.2	ENSG00000264112.1_2	ENST00000577267.1_1	lncRNA	chr17	57993475	-	False	2.9130828093952257	1.5879593282212725	2.250521068808249	filter not met
RP11-16E12.1	ENSG00000259448.2_1	['ENST00000557928.1_1', 'ENST00000559292.2_1']	lncRNA	chr15	31215979	+	False	3.0650550878951384	1.4359631306625376	2.250509109278838	filter not met
RP11-589C21.6	ENSG00000271938.1_1	ENST00000605981.1_1	lncRNA	chr8	42140188	-	False	1.7109678071671701	2.789653943401452	2.2503108752843106	filter not met
RP11-501O2.5	ENSG00000242440.1_1	ENST00000469812.1_1	lncRNA	chr3	148280853	+	False	3.3188134972731156	1.1816738844133	2.250243690843208	filter not met
RP11-513G11.3	ENSG00000238097.1_1	ENST00000455821.1_1	lncRNA	chr3	194247647	+	False	3.019337604950927	1.4811442966894808	2.250240950820204	filter not met
RP11-727F15.13	ENSG00000269463.1_2	ENST00000596971.1_1	lncRNA	chr11	62808430	-	False	2.723765309742691	1.7758265008371308	2.2497959052899112	filter not met
SEPT7-AS1	ENSG00000228878.7_2	['ENST00000412856.5_1', 'ENST00000424194.1_1', 'ENST00000437235.7_1']	lncRNA	chr7	35800615	-	False	2.7090645378066256	1.7903079400333448	2.249686238919985	filter not met
RP11-326C3.12	ENSG00000255328.1_1	ENST00000534483.1_1	lncRNA	chr11	327235	+	True	2.857355204238962	1.6415919672015205	2.2494735857202413	0.7031064473183369
RP4-758J18.10	ENSG00000225285.1_1	ENST00000434150.1_1	lncRNA	chr1	1431988	-	False	2.518032739579672	1.9801748035847109	2.2491037715821918	filter not met
