#chrom	start	end	name	score	strand	size	num_data	min	max	mean	median
chr21	37476671	37477671	ENST00000422473.1_1	0	+	1000	1000	-3.27	0.17	-0.00	0.15
chr13	48650797	48651797	ENST00000422483.1_1	0	+	1000	1000	-4.78	9.32	1.08	0.31
chr22	24059012	24060012	ENST00000422506.5_1	0	-	1000	1000	-4.47	5.01	0.32	0.13
chr2	70312905	70313905	ENST00000422515.1	0	-	1000	1000	-5.55	3.62	0.03	-0.01
chr1	695792	696792	ENST00000422528.1_1	0	+	1000	1000	-3.57	0.82	0.14	0.19
chr7	22895615	22896615	ENST00000422542.3_1	0	+	1000	1000	-4.97	4.73	0.11	-0.03
chr1	144341256	144342256	ENST00000422629.2	0	-	1000	1000	-4.01	4.08	0.20	0.11
chr10	103022838	103023838	ENST00000422661.1_1	0	-	1000	1000	-4.11	4.18	0.10	0.08
chr1	155169525	155170525	ENST00000422665.1_1	0	+	1000	1000	-4.83	9.61	1.38	0.22
chr9	27158	28158	ENST00000422679.1_1	0	+	1000	1000	-4.19	2.55	0.05	0.07
chr3	43392954	43393954	ENST00000422681.1_1	0	-	1000	1000	-6.33	2.59	-0.36	-0.19
chr2	58654410	58655410	ENST00000422723.5_1	0	+	1000	1000	-7.11	4.51	0.17	0.10
chr10	47150848	47151848	ENST00000422732.2	0	-	1000	1000	-5.16	2.56	-0.17	-0.14
chr2	61371604	61372604	ENST00000422740.1_1	0	-	1000	1000	-5.49	2.10	-0.10	0.05
chr10	96928105	96929105	ENST00000422744.2_1	0	-	1000	1000	-4.27	0.66	-0.17	0.28
chr10	54229793	54230793	ENST00000422763.1_1	0	-	1000	1000	-3.16	3.40	-0.05	-0.03
chr9	33737914	33738914	ENST00000422764.1_1	0	-	1000	1000	-4.80	2.01	-0.06	-0.01
chr12	8940785	8941785	ENST00000422780.3_1	0	+	1000	0	NA	NA	NA	NA
chr2	59151238	59152238	ENST00000422793.1_1	0	+	1000	1000	-3.67	3.56	0.04	0.01
chr7	41733030	41734030	ENST00000422822.1_1	0	+	1000	1000	-5.03	4.73	1.18	0.95
chr11	2018483	2019483	ENST00000422826.1_1	0	-	1000	1000	-5.79	4.46	0.27	0.21
chr22	28103079	28104079	ENST00000422833.1_1	0	+	1000	1000	-5.24	4.11	-0.09	-0.06
chr1	238438838	238439838	ENST00000422844.1_1	0	+	1000	1000	-3.87	1.70	-0.01	0.16
chr10	81966966	81967966	ENST00000422847.1_1	0	+	1000	1000	-5.65	2.84	-0.23	-0.09
chrX	5643735	5644735	ENST00000422914.1_1	0	-	1000	1000	-4.94	1.52	-0.04	0.29
chr6	105293195	105294195	ENST00000422930.2_1	0	-	1000	1000	-4.12	3.00	0.09	0.15
chr2	3583942	3584942	ENST00000422961.5_1	0	-	1000	1000	-6.03	1.00	-0.05	0.26
chr22	46000894	46001894	ENST00000422971.1_1	0	-	1000	1000	-4.10	1.97	-0.13	0.04
chr22	29213788	29214788	ENST00000422972.1_1	0	+	1000	1000	-6.03	4.74	0.02	-0.03
chr10	75255011	75256011	ENST00000422977.1_1	0	+	1000	1000	-3.24	4.41	1.07	0.85
chr13	111747685	111748685	ENST00000422994.1_1	0	+	1000	1000	-6.38	2.52	-0.46	-0.29
chr7	1199514	1200514	ENST00000423008.1_1	0	+	1000	1000	-4.71	3.46	-0.26	-0.18
chr20	61811660	61812660	ENST00000423020.1_1	0	-	1000	1000	-4.58	3.63	-0.38	-0.25
chr13	20248265	20249265	ENST00000423023.2_1	0	+	1000	1000	-3.96	1.84	-0.22	-0.10
chr1	26793555	26794555	ENST00000423060.1_1	0	-	1000	1000	-3.77	3.35	0.19	0.12
chr9	97875491	97876491	ENST00000423075.1_1	0	+	1000	1000	-6.12	2.79	-0.02	0.20
chr6	74202028	74203028	ENST00000423099.1_1	0	-	1000	1000	-3.28	5.71	0.12	0.20
chr2	174146265	174147265	ENST00000423106.2_1	0	-	1000	1000	-5.10	2.52	0.00	0.15
chr9	3525985	3526985	ENST00000423112.2_1	0	+	1000	1000	-6.21	6.37	0.08	0.00
chr1	165737756	165738756	ENST00000423121.1_1	0	+	1000	1000	-5.65	7.26	0.12	-0.08
chr9	132103668	132104668	ENST00000423122.1_1	0	+	1000	1000	-6.45	2.34	-0.28	-0.12
chr10	127407562	127408562	ENST00000423178.6_1	0	-	1000	1000	-6.61	4.18	-0.11	-0.12
chr1	71185491	71186491	ENST00000423187.1_1	0	-	1000	1000	-4.03	2.58	-0.16	-0.08
chr3	898307	899307	ENST00000423193.1_1	0	+	1000	1000	-4.30	0.49	0.01	0.20
chr6	125994999	125995999	ENST00000423208.2_1	0	+	1000	1000	-3.95	3.76	0.40	0.26
chr1	211555645	211556645	ENST00000423222.5_1	0	+	1000	1000	-5.46	2.76	-0.43	-0.28
chr10	134775229	134776229	ENST00000423232.1_1	0	-	1000	1000	-5.00	1.34	-0.07	0.21
chr13	114005476	114006476	ENST00000423246.1_1	0	+	1000	1000	-6.14	2.14	-0.48	-0.36
chr6	16760811	16761811	ENST00000423260.1_1	0	+	1000	1000	-3.26	5.56	1.13	0.83
chr21	40687134	40688134	ENST00000423274.2_1	0	+	1000	1000	-3.92	2.96	-0.04	0.04
chr21	45844979	45845979	ENST00000423310.2_1	0	-	1000	1000	-6.09	7.75	-0.28	-0.31
chr17	13695367	13696367	ENST00000423323.2_1	0	-	1000	1000	-3.07	2.20	-0.09	-0.02
chr2	43456213	43457213	ENST00000423354.1_1	0	+	1000	1000	-3.88	3.92	0.15	0.07
chr9	93869086	93870086	ENST00000423380.1_1	0	-	1000	1000	-3.53	1.90	0.09	0.44
chr2	70314623	70315623	ENST00000423402.1	0	-	1000	1000	-4.36	9.46	3.63	2.95
chr1	61290729	61291729	ENST00000423403.1_1	0	-	1000	1000	-4.23	3.45	0.03	0.04
chr1	59361899	59362899	ENST00000423408.5_1	0	-	1000	1000	-5.89	3.81	0.07	0.04
chr7	130792356	130793356	ENST00000423414.5_1	0	-	1000	1000	-4.54	6.76	1.32	0.88
chr10	119253699	119254699	ENST00000423419.1_1	0	-	1000	1000	-3.46	3.11	0.13	0.06
chr2	206628171	206629171	ENST00000423425.3_1	0	-	1000	1000	-6.94	7.81	1.54	0.90
chr2	45240814	45241814	ENST00000423433.1_1	0	-	1000	1000	-6.03	4.68	-0.20	-0.09
chr13	54706526	54707526	ENST00000423442.6_1	0	-	1000	1000	-2.84	3.49	0.14	0.12
chr3	197765538	197766538	ENST00000423460.1_1	0	-	1000	1000	-4.50	4.92	0.28	0.18
chr17	20841379	20842379	ENST00000423473.6_1	0	+	1000	1000	-4.42	0.32	-0.04	0.23
chr2	74374672	74375672	ENST00000423477.2_1	0	+	1000	1000	-4.81	3.51	-0.06	-0.07
chr9	86677859	86678859	ENST00000423515.2_1	0	+	1000	1000	-4.20	1.73	0.16	0.21
chr2	216691675	216692675	ENST00000423530.5_1	0	-	1000	1000	-3.36	3.36	0.08	0.14
chr20	37059234	37060234	ENST00000423536.5_1	0	-	1000	1000	-3.92	2.66	-0.12	-0.05
chr2	64315039	64316039	ENST00000423539.2_1	0	-	1000	1000	-3.56	3.15	0.18	0.11
chr10	20016954	20017954	ENST00000423551.1_1	0	-	1000	1000	-3.33	3.20	0.01	0.02
chr6	6992925	6993925	ENST00000423568.1_1	0	+	1000	1000	-3.37	2.60	-0.06	0.01
chr2	34291794	34292794	ENST00000423593.1_1	0	+	1000	1000	-3.79	3.12	0.06	0.07
chr3	195384298	195385298	ENST00000423600.1_1	0	-	1000	1000	-4.88	2.79	-0.34	-0.25
chr13	74992839	74993839	ENST00000423629.1_1	0	+	1000	1000	-5.17	3.61	0.10	0.20
chr2	3580973	3581973	ENST00000423704.1_1	0	-	1000	1000	-3.41	0.56	0.00	0.19
chr22	35100376	35101376	ENST00000423712.1_1	0	-	1000	1000	-4.69	2.49	-0.08	0.03
chr10	31608087	31609087	ENST00000423714.1_1	0	-	1000	1000	-3.32	7.78	1.27	0.78
chr8	52811709	52812709	ENST00000423716.1_1	0	+	1000	1000	-5.28	3.41	-0.30	-0.17
chr1	319663	320663	ENST00000423728.1	0	+	1000	724	-3.62	0.16	-0.00	0.11
chr22	48026952	48027952	ENST00000423737.5_1	0	+	1000	1000	-4.58	1.82	-0.23	-0.22
chr13	60788580	60789580	ENST00000423739.1_1	0	-	1000	1000	-4.24	4.43	0.87	0.49
chr9	138799182	138800182	ENST00000423793.1_1	0	+	1000	1000	-4.35	2.79	-0.18	-0.13
chr21	29461951	29462951	ENST00000423808.2_1	0	+	1000	1000	-4.16	0.33	0.01	0.28
chr1	212718537	212719537	ENST00000423842.1_1	0	+	1000	1000	-3.49	2.66	0.22	0.11
chr13	48575041	48576041	ENST00000423869.1_1	0	+	1000	1000	-6.10	6.04	0.10	0.10
chr9	132250905	132251905	ENST00000423918.5_1	0	+	1000	1000	-5.55	3.66	0.03	0.00
chrX	38079797	38080797	ENST00000423919.1_1	0	+	1000	1000	-4.48	3.85	0.25	0.13
chr9	99448839	99449839	ENST00000423924.1_1	0	+	1000	1000	-3.76	0.78	-0.03	0.13
chr1	159930547	159931547	ENST00000423943.1_1	0	+	1000	1000	-4.15	2.67	0.03	0.04
chr21	45626787	45627787	ENST00000423967.1_1	0	-	1000	1000	-5.06	3.40	-0.54	-0.35
chr7	86404838	86405838	ENST00000423979.1_1	0	-	1000	1000	-3.33	3.17	-0.05	-0.03
chr1	119589528	119590528	ENST00000423984.2_1	0	+	1000	1000	-3.85	5.25	0.62	0.44
chrX	73512865	73513865	ENST00000423992.2_1	0	-	1000	1000	-5.71	3.29	0.08	0.06
chr12	122501739	122502739	ENST00000423999.2_1	0	+	1000	1000	-3.51	2.92	-0.11	-0.05
chr21	26427349	26428349	ENST00000424017.1_1	0	+	1000	1000	-3.83	2.67	0.01	0.00
chrX	20157059	20158059	ENST00000424026.1_1	0	+	1000	1000	-3.46	2.79	0.04	0.05
chr1	213030940	213031940	ENST00000424044.1_1	0	-	1000	1000	-5.07	5.80	-0.10	0.16
chr12	133463925	133464925	ENST00000424075.2_1	0	+	1000	1000	-7.18	4.85	-0.08	-0.08
chr20	57425433	57426433	ENST00000424094.6_1	0	-	1000	1000	-4.46	3.73	0.35	0.15
chr17	19106647	19107647	ENST00000424109.6_1	0	+	1000	1000	-6.31	1.52	-0.19	-0.09
chr3	13521020	13522020	ENST00000424112.2_1	0	-	1000	1000	-6.56	4.16	-0.03	-0.02
chr11	1593471	1594471	ENST00000424148.1_1	0	+	1000	1000	-4.44	4.63	-0.07	-0.05
chr9	104230237	104231237	ENST00000424154.5_1	0	+	1000	1000	-3.47	1.96	0.16	0.09
chr6	107142911	107143911	ENST00000424162.1_1	0	+	1000	1000	-3.92	2.98	0.10	0.07
chr9	32841260	32842260	ENST00000424177.1_1	0	-	1000	1000	-5.60	6.18	0.21	0.10
chr2	6870858	6871858	ENST00000424179.5_1	0	-	1000	1000	-3.88	1.40	-0.01	-0.02
chr1	173991149	173992149	ENST00000424181.1_1	0	+	1000	1000	-6.26	4.02	0.40	0.27
chr10	31607492	31608492	ENST00000424191.1_1	0	-	1000	1000	-6.39	8.06	1.38	0.81
chr7	35839726	35840726	ENST00000424194.1_1	0	-	1000	1000	-5.77	4.55	0.29	0.11
chr20	57097697	57098697	ENST00000424205.1_1	0	+	1000	1000	-5.37	4.55	0.29	0.18
chr17	26938451	26939451	ENST00000424210.1_1	0	+	1000	1000	-2.50	9.11	1.55	0.53
chrX	69675416	69676416	ENST00000424211.1_1	0	-	1000	1000	-4.61	4.17	0.52	0.37
chr1	2512427	2513427	ENST00000424215.1_1	0	+	1000	1000	-4.52	0.80	-0.02	0.23
chr20	37063471	37064471	ENST00000424235.1_1	0	-	1000	1000	-9.19	3.48	-0.42	-0.27
chr3	14690650	14691650	ENST00000424242.1_1	0	-	1000	1000	-4.90	2.86	-0.06	-0.03
chr5	131338931	131339931	ENST00000424244.1_1	0	+	1000	1000	-3.51	4.31	0.29	0.12
chr20	52168810	52169810	ENST00000424252.2_1	0	+	1000	1000	-3.35	0.76	-0.04	0.18
chr1	59485654	59486654	ENST00000424308.1_1	0	+	1000	1000	-5.03	3.17	-0.03	-0.01
chr11	115498193	115499193	ENST00000424313.2_1	0	+	1000	1000	-4.73	4.76	0.17	0.08
chr2	154449301	154450301	ENST00000424322.1_1	0	-	1000	1000	-4.26	2.21	-0.03	0.20
chr1	226033825	226034825	ENST00000424332.1_1	0	-	1000	1000	-5.91	3.73	-0.32	-0.18
chr9	66456811	66457811	ENST00000424345.5_1	0	+	1000	1000	-4.09	0.14	-0.09	0.12
chr3	14988499	14989499	ENST00000424349.1_1	0	-	1000	1000	-3.94	3.84	0.47	0.31
chr2	7058313	7059313	ENST00000424351.1_1	0	-	1000	974	-4.66	2.81	-0.17	-0.07
chr2	108668711	108669711	ENST00000424355.1_1	0	-	1000	1000	-3.95	2.51	-0.21	-0.08
chr10	119245718	119246718	ENST00000424371.2_1	0	-	1000	1000	-4.05	2.91	-0.03	-0.00
chr7	121946349	121947349	ENST00000424404.1_1	0	+	1000	1000	-6.08	5.67	0.15	0.03
chrX	3819541	3820541	ENST00000424415.1_1	0	-	1000	1000	-3.26	3.26	0.26	0.13
chr10	114179265	114180265	ENST00000424422.1_1	0	-	1000	1000	-4.64	3.05	0.00	0.03
chr20	57463365	57464365	ENST00000424434.1_1	0	-	1000	1000	-5.02	3.92	0.57	0.43
chr1	154378520	154379520	ENST00000424435.1_1	0	-	1000	1000	-5.00	3.77	-0.08	-0.02
chr10	135108928	135109928	ENST00000424450.1_1	0	-	1000	1000	-5.76	0.89	-0.13	-0.08
chr7	8301345	8302345	ENST00000424460.1_1	0	+	1000	1000	-6.69	4.37	0.58	0.46
chr12	40921358	40922358	ENST00000424466.5_1	0	+	1000	1000	-5.81	2.88	-0.42	-0.25
chr1	143153994	143154994	ENST00000424474.2	0	+	1000	488	-2.46	0.06	-0.05	0.05
chr3	197392128	197393128	ENST00000424493.1_1	0	-	1000	1000	-3.89	1.41	0.09	-0.01
chr7	124811773	124812773	ENST00000424515.2_1	0	+	1000	1000	-4.30	2.27	0.03	0.20
chr7	20042551	20043551	ENST00000424516.1_1	0	-	1000	1000	-3.60	6.74	1.03	0.28
chr1	93789942	93790942	ENST00000424517.3_1	0	-	1000	1000	-2.75	2.97	0.23	0.13
chr21	47013068	47014068	ENST00000424569.1_1	0	+	1000	1000	-3.91	2.71	0.14	0.29
chr22	45398906	45399906	ENST00000424580.1_1	0	-	1000	1000	-4.78	2.24	-0.41	-0.25
chr1	266753	267753	ENST00000424587.6_1	0	-	1000	954	-2.23	1.61	0.18	0.13
chr1	59316426	59317426	ENST00000424592.1_1	0	-	1000	1000	-5.64	3.90	0.27	0.08
chr9	2570232	2571232	ENST00000424605.5_1	0	-	1000	1000	-3.60	4.14	0.14	0.15
chr2	114461251	114462251	ENST00000424612.1_1	0	-	1000	1000	-3.64	2.32	-0.05	0.12
chr10	46946762	46947762	ENST00000424615.2_1	0	-	1000	1000	-3.02	1.33	0.08	0.12
chr2	209334076	209335076	ENST00000424628.1_1	0	+	1000	1000	-3.38	3.55	0.10	0.04
chr13	113782694	113783694	ENST00000424635.1_1	0	-	1000	1000	-2.75	1.80	0.05	0.26
chr20	57932329	57933329	ENST00000424662.1_1	0	-	1000	1000	-5.23	3.18	-0.16	-0.10
chr1	149284276	149285276	ENST00000424684.1	0	+	1000	1000	-4.99	1.25	-0.22	-0.07
chr20	44075543	44076543	ENST00000424705.1_1	0	+	1000	1000	-6.66	2.38	-0.15	-0.09
chr21	38565727	38566727	ENST00000424733.1_1	0	-	1000	1000	-5.48	2.92	-0.01	0.11
chr10	42970574	42971574	ENST00000424751.2_1	0	+	1000	1000	-4.03	1.13	0.02	0.21
chr22	36784139	36785139	ENST00000424761.1_1	0	+	1000	1000	-4.31	4.37	0.36	0.19
chr22	16061658	16062658	ENST00000424770.1	0	+	1000	1000	-3.86	0.43	0.02	0.13
chr1	16481212	16482212	ENST00000424774.1_1	0	+	1000	1000	-4.22	5.00	0.25	0.13
chr2	86830913	86831913	ENST00000424788.1_1	0	+	1000	1000	-3.39	9.49	3.54	2.58
chr1	15497639	15498639	ENST00000424792.5_1	0	-	1000	1000	-5.24	1.80	-0.04	-0.01
chr3	195638420	195639420	ENST00000424819.1_1	0	+	1000	1000	-4.17	3.16	0.03	-0.00
chr22	42764755	42765755	ENST00000424852.1_1	0	-	1000	1000	-4.57	4.18	0.26	0.19
chr2	19226186	19227186	ENST00000424895.1_1	0	-	1000	1000	-3.77	4.88	1.63	1.48
chr21	45579467	45580467	ENST00000424921.1_1	0	-	1000	1000	-5.45	2.63	-0.28	-0.13
chr21	44561260	44562260	ENST00000424933.1_1	0	-	1000	1000	-5.00	2.03	-0.24	-0.11
chr1	95939794	95940794	ENST00000424943.1_1	0	+	1000	1000	-3.48	3.60	0.23	0.16
chr1	43823844	43824844	ENST00000424948.1_1	0	-	1000	1000	-6.30	3.75	-0.21	-0.11
chr4	122685237	122686237	ENST00000424958.2_1	0	+	1000	1000	-4.40	4.62	0.27	-0.01
chr6	26987638	26988638	ENST00000424968.5_1	0	+	1000	1000	-4.65	1.49	-0.05	-0.03
chr1	97885197	97886197	ENST00000424982.1_1	0	-	1000	1000	-4.05	2.72	-0.00	0.00
chr1	37939468	37940468	ENST00000424989.1_1	0	-	1000	1000	-4.82	3.74	-0.04	-0.03
chr1	64637026	64638026	ENST00000424995.1_1	0	-	1000	1000	-3.49	3.51	0.03	0.06
chr2	177052779	177053779	ENST00000425005.5_1	0	-	1000	1000	-7.03	6.08	0.24	0.13
chr3	183526803	183527803	ENST00000425008.3_1	0	-	1000	1000	-5.15	9.22	0.20	-0.02
chr6	32223001	32224001	ENST00000425033.1_1	0	+	1000	1000	-3.05	1.02	0.08	0.22
chr1	43311593	43312593	ENST00000425076.1_1	0	-	1000	1000	-5.28	5.20	0.11	0.05
chr17	1419719	1420719	ENST00000425081.2_1	0	+	1000	1000	-6.63	4.89	-0.08	-0.08
chr6	54705153	54706153	ENST00000425089.1_1	0	-	1000	1000	-3.41	3.46	0.02	0.00
chr1	146474677	146475677	ENST00000425109.2_1	0	-	1000	1000	-4.07	1.01	-0.05	-0.05
chr22	28314988	28315988	ENST00000425112.1_1	0	+	1000	1000	-5.51	5.75	0.04	-0.02
chrX	51138865	51139865	ENST00000425150.1_1	0	-	1000	1000	-3.30	2.82	-0.02	0.01
chr9	129289398	129290398	ENST00000425153.1_1	0	+	1000	1000	-6.32	4.08	-0.04	-0.04
chr1	206808513	206809513	ENST00000425161.1_1	0	-	1000	1000	-5.39	4.11	0.22	0.13
chr6	86387951	86388951	ENST00000425170.1_1	0	-	1000	1000	-10.83	3.64	-0.23	-0.16
chr2	16534988	16535988	ENST00000425176.5_1	0	+	1000	1000	-3.69	1.23	0.09	0.20
chr9	136522037	136523037	ENST00000425189.1_1	0	-	1000	1000	-7.22	9.38	0.05	-0.21
chr2	224831923	224832923	ENST00000425192.1_1	0	-	1000	1000	-4.35	3.38	0.06	0.07
chr3	27843515	27844515	ENST00000425195.5_1	0	+	1000	1000	-4.65	6.39	-0.09	-0.06
chr1	27560345	27561345	ENST00000425205.1_1	0	-	1000	1000	-5.20	4.96	0.85	0.58
chr17	18444734	18445734	ENST00000425211.5_1	0	-	1000	1000	-3.31	3.50	0.19	0.18
chr20	35201196	35202196	ENST00000425233.5_1	0	-	1000	1000	-7.84	4.18	0.51	0.27
chr10	119001008	119002008	ENST00000425264.1_1	0	-	1000	1000	-5.74	8.72	0.38	0.02
chr1	166303622	166304622	ENST00000425271.1_1	0	+	1000	1000	-3.20	2.52	-0.03	-0.01
chr3	195976921	195977921	ENST00000425275.1_1	0	+	1000	1000	-3.59	3.70	0.11	0.07
chr1	202779582	202780582	ENST00000425295.1_1	0	+	1000	1000	-5.22	6.00	0.53	0.17
chr3	24500425	24501425	ENST00000425296.1_1	0	-	1000	1000	-2.72	2.99	0.07	0.21
chr5	176874279	176875279	ENST00000425316.3_1	0	-	1000	1000	-4.85	4.74	0.61	0.42
chr3	178577693	178578693	ENST00000425330.1_1	0	-	1000	1000	-4.18	2.36	-0.02	0.09
chr2	70313952	70314952	ENST00000425333.1	0	-	1000	1000	-3.45	9.19	1.15	0.73
chr13	49151724	49152724	ENST00000425350.1_1	0	-	1000	1000	-4.22	2.65	0.01	0.26
chr7	27135289	27136289	ENST00000425358.2_1	0	+	1000	1000	-6.28	9.26	1.67	1.01
chr9	129375578	129376578	ENST00000425370.1_1	0	-	1000	1000	-4.57	4.93	0.57	0.36
chr12	68064199	68065199	ENST00000425371.2_1	0	-	1000	1000	-2.90	2.99	0.00	0.04
chr21	29094174	29095174	ENST00000425376.5_1	0	+	1000	1000	-2.27	0.31	0.06	0.27
chr6	3195507	3196507	ENST00000425384.6_1	0	-	1000	1000	-5.24	3.29	-0.07	0.06
chr3	177011706	177012706	ENST00000425388.1_1	0	+	1000	1000	-3.30	3.46	-0.00	0.01
chr1	231663802	231664802	ENST00000425412.1_1	0	-	1000	1000	-6.23	4.68	-0.26	-0.16
chr3	195384439	195385439	ENST00000425425.1_1	0	+	1000	1000	-4.88	2.79	-0.35	-0.27
chr6	168224832	168225832	ENST00000425438.1_1	0	-	1000	1000	-4.71	3.62	-0.06	-0.02
chr3	188957883	188958883	ENST00000425454.1_1	0	-	1000	1000	-4.04	2.83	-0.04	-0.02
chr22	27052722	27053722	ENST00000425476.5_1	0	+	1000	1000	-6.25	3.37	0.36	0.23
chr2	219232076	219233076	ENST00000425481.1_1	0	-	1000	1000	-6.43	7.33	0.38	0.01
chrX	3761398	3762398	ENST00000425492.5_1	0	-	1000	1000	-3.44	1.79	0.07	0.19
chr1	324257	325257	ENST00000425496.2	0	+	1000	1000	-3.83	2.44	0.22	0.14
chr9	35757437	35758437	ENST00000425499.2_1	0	-	1000	1000	-6.72	3.05	-0.07	-0.02
chr17	46716182	46717182	ENST00000425510.1_1	0	-	1000	1000	-5.08	4.49	0.80	0.51
chr10	45432457	45433457	ENST00000425541.2_1	0	+	1000	1000	-3.64	2.75	-0.29	-0.17
chr1	41707534	41708534	ENST00000425554.1_1	0	+	1000	1000	-4.84	3.24	0.08	0.04
chr2	110362775	110363775	ENST00000425576.1_1	0	-	1000	1000	-3.70	3.11	0.20	0.16
chr2	97197550	97198550	ENST00000425578.1_1	0	-	1000	1000	-7.47	4.86	0.42	0.07
chr13	50699177	50700177	ENST00000425586.5_1	0	-	1000	1000	-5.33	7.39	1.12	0.55
chr9	70843068	70844068	ENST00000425587.1_1	0	+	1000	1000	-3.27	2.67	0.17	0.09
chr7	153756146	153757146	ENST00000425591.1_1	0	-	1000	1000	-2.84	1.54	0.20	0.08
chrX	149114945	149115945	ENST00000425602.1_1	0	+	1000	1000	-4.42	2.48	-0.21	-0.12
chr2	169642439	169643439	ENST00000425636.6_1	0	-	1000	1000	-2.35	1.81	0.11	0.24
chr4	77558277	77559277	ENST00000425645.1_1	0	+	1000	1000	-5.68	3.86	0.20	0.10
chr14	53835668	53836668	ENST00000425648.1_1	0	+	1000	1000	-4.39	4.04	0.40	0.29
chr4	53578171	53579171	ENST00000425653.1_1	0	+	1000	1000	-6.05	3.76	-0.25	-0.22
chr1	786834	787834	ENST00000425657.1_1	0	+	1000	1000	-3.53	1.15	0.03	0.02
chr9	93195322	93196322	ENST00000425666.1_1	0	-	1000	1000	-4.14	2.25	-0.10	0.03
chr10	18834296	18835296	ENST00000425669.1_1	0	-	1000	1000	-4.72	8.48	0.75	0.22
chr2	166650834	166651834	ENST00000425688.1_1	0	+	1000	1000	-6.40	4.17	0.30	0.17
chr7	156395332	156396332	ENST00000425712.1_1	0	-	1000	1000	-2.67	5.59	0.74	0.48
chrY	1519859	1520859	ENST00000425740.7_1_PAR_Y	0	+	1000	1000	-10.03	3.39	-0.90	-0.46
chrX	1519859	1520859	ENST00000425740.7_1	0	+	1000	1000	-3.96	1.59	-0.05	0.14
chr9	45484073	45485073	ENST00000425742.1	0	+	1000	705	-4.22	2.64	-0.09	-0.04
chr20	21143063	21144063	ENST00000425746.2_1	0	-	1000	1000	-3.26	5.87	0.58	0.32
chr1	89036185	89037185	ENST00000425750.2_1	0	-	1000	1000	-4.30	3.47	0.24	0.15
chr1	173835350	173836350	ENST00000425771.5_1	0	-	1000	1000	-5.82	6.20	0.14	-0.20
chr2	39743506	39744506	ENST00000425775.1_1	0	+	1000	1000	-5.81	4.09	0.84	0.64
chr2	62095066	62096066	ENST00000425779.1_1	0	+	1000	1000	-3.97	4.46	0.16	0.09
chr3	18734880	18735880	ENST00000425799.6_1	0	+	1000	1000	-2.46	1.18	-0.02	0.05
chr13	24072436	24073436	ENST00000425800.1_1	0	+	1000	1000	-4.67	2.40	-0.16	-0.06
chr1	68944313	68945313	ENST00000425820.1_1	0	+	1000	1000	-5.30	8.84	0.80	0.18
chr7	11446083	11447083	ENST00000425837.1_1	0	+	1000	1000	-6.26	9.82	1.60	0.57
chr1	36038995	36039995	ENST00000425881.1_1	0	-	1000	1000	-3.51	8.27	1.38	0.76
chr1	119682540	119683540	ENST00000425884.5_1	0	+	1000	1000	-7.68	4.49	-0.10	-0.07
chr3	6004030	6005030	ENST00000425894.1_1	0	+	1000	1000	-4.79	2.68	0.02	0.02
chr1	206223447	206224447	ENST00000425896.1_1	0	-	1000	1000	-5.34	4.33	-0.33	-0.16
chr20	7049762	7050762	ENST00000425900.1_1	0	+	1000	1000	-3.88	2.59	-0.01	-0.00
chr10	66683776	66684776	ENST00000425902.2_1	0	-	1000	1000	-4.08	0.79	-0.02	0.09
chr10	77162178	77163178	ENST00000425916.4_1	0	+	1000	1000	-5.14	9.19	1.24	0.47
chr3	37427261	37428261	ENST00000425932.5_1	0	+	1000	1000	-3.76	2.39	-0.13	-0.04
chr20	16711093	16712093	ENST00000425939.1_1	0	-	1000	1000	-4.45	3.02	-0.17	-0.08
chr5	141783259	141784259	ENST00000425963.1_1	0	+	1000	1000	-4.20	3.74	0.44	0.29
chr2	62373516	62374516	ENST00000425966.6_1	0	-	1000	1000	-3.86	6.33	3.03	3.48
chr9	130579960	130580960	ENST00000425991.1_1	0	+	1000	1000	-4.84	5.32	0.21	0.07
chr20	19779842	19780842	ENST00000426012.1_1	0	+	1000	1000	-3.91	3.68	-0.08	-0.06
chr1	51983444	51984444	ENST00000426017.1_1	0	+	1000	1000	-5.01	3.62	0.04	0.04
chr10	119806005	119807005	ENST00000426021.5_1	0	+	1000	1000	-4.31	4.12	0.11	0.08
chr21	45758832	45759832	ENST00000426029.1_1	0	+	1000	1000	-5.43	7.84	0.06	-0.07
chr1	175985914	175986914	ENST00000426030.2_1	0	+	1000	1000	-5.32	1.62	0.18	0.30
chr1	222987890	222988890	ENST00000426045.5_1	0	+	1000	1000	-5.67	3.68	0.06	0.04
chr22	22657090	22658090	ENST00000426066.1_1	0	+	1000	1000	-3.34	6.75	0.38	0.22
chr3	37440563	37441563	ENST00000426078.5_1	0	+	1000	1000	-3.27	1.62	0.07	0.01
chr2	39663218	39664218	ENST00000426083.5_1	0	+	1000	1000	-5.52	8.38	0.89	0.41
chr3	195269798	195270798	ENST00000426109.1_1	0	+	1000	1000	-5.53	3.91	0.24	0.12
chr22	46937702	46938702	ENST00000426112.1_1	0	+	1000	1000	-5.97	3.24	-0.36	-0.20
chr1	85742843	85743843	ENST00000426125.1_1	0	+	1000	1000	-4.01	2.92	0.04	0.07
chr9	127023039	127024039	ENST00000426157.1_1	0	-	1000	1000	-4.43	4.02	0.17	0.14
chr1	213030940	213031940	ENST00000426161.5_1	0	-	1000	1000	-5.07	5.80	-0.10	0.16
chr7	156228027	156229027	ENST00000426187.1_1	0	-	1000	1000	-5.52	2.21	-0.35	-0.21
