ENST00000493797.1_1	RP11-34P13.14	ENST00000423372.3	AL627309.1
ENST00000454651.2_1	RP11-134G8.7	ENST00000471596.1_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000481851.1_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000458271.6_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000524951.5_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000526256.5_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000526317.5_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000526723.5_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000527573.5_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000530120.5_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000533188.1_1	CSRP1
ENST00000454651.2_1	RP11-134G8.7	ENST00000340006.6_1	CSRP1
ENST00000421159.1_1	IPO9-AS1	ENST00000361565.8_1	IPO9
ENST00000421159.1_1	IPO9-AS1	ENST00000464348.5_1	IPO9
ENST00000421449.1_1	IPO9-AS1	ENST00000361565.8_1	IPO9
ENST00000421449.1_1	IPO9-AS1	ENST00000464348.5_1	IPO9
ENST00000413035.5_1	IPO9-AS1	ENST00000361565.8_1	IPO9
ENST00000413035.5_1	IPO9-AS1	ENST00000464348.5_1	IPO9
ENST00000608886.1_1	RP11-465N4.5	ENST00000449524.1_2	RNPEP
ENST00000415582.1_1	RP11-465N4.4	ENST00000464707.1_1	RNPEP
ENST00000415582.1_1	RP11-465N4.4	ENST00000479531.1_1	RNPEP
ENST00000419190.1_1	RP11-465N4.4	ENST00000367284.9_1	ELF3
ENST00000419190.1_1	RP11-465N4.4	ENST00000367283.7_1	ELF3
ENST00000419190.1_1	RP11-465N4.4	ENST00000495848.1_1	ELF3
ENST00000419190.1_1	RP11-465N4.4	ENST00000490203.5_1	ELF3
ENST00000419190.1_1	RP11-465N4.4	ENST00000498017.1_1	ELF3
ENST00000419190.1_1	RP11-465N4.4	ENST00000446188.1_1	ELF3
ENST00000504773.1_1	RP11-510N19.5	ENST00000367284.9_1	ELF3
ENST00000504773.1_1	RP11-510N19.5	ENST00000367283.7_1	ELF3
ENST00000504773.1_1	RP11-510N19.5	ENST00000495848.1_1	ELF3
ENST00000504773.1_1	RP11-510N19.5	ENST00000490203.5_1	ELF3
ENST00000504773.1_1	RP11-510N19.5	ENST00000498017.1_1	ELF3
ENST00000504773.1_1	RP11-510N19.5	ENST00000446188.1_1	ELF3
ENST00000421055.1_1	RP11-335O13.7	ENST00000367236.8_1	ADORA1
ENST00000421055.1_1	RP11-335O13.7	ENST00000337894.8_1	ADORA1
ENST00000421055.1_1	RP11-335O13.7	ENST00000367235.1_1	ADORA1
ENST00000421055.1_1	RP11-335O13.7	ENST00000618295.1_1	ADORA1
ENST00000434265.2_1	RP11-335O13.8	ENST00000467253.1_1	ADORA1
ENST00000425698.1_1	LINC01136	ENST00000475157.1_1	BTG2
ENST00000425698.1_1	LINC01136	ENST00000290551.4_1	BTG2
ENST00000432511.1_1	LINC01136	ENST00000475157.1_1	BTG2
ENST00000432511.1_1	LINC01136	ENST00000290551.4_1	BTG2
ENST00000457348.5_1	LINC01136	ENST00000475157.1_1	BTG2
ENST00000457348.5_1	LINC01136	ENST00000290551.4_1	BTG2
ENST00000433869.1_1	RP11-74C13.3	ENST00000367197.5_1	ETNK2
ENST00000433869.1_1	RP11-74C13.3	ENST00000422072.5_1	ETNK2
ENST00000433869.1_1	RP11-74C13.3	ENST00000477125.1_1	ETNK2
ENST00000443515.1_1	RP11-739N20.2	ENST00000564627.1_2	PLEKHA6
ENST00000442318.1_1	RP11-576D8.4	ENST00000495594.2_1	LEMD1
ENST00000442318.1_1	RP11-576D8.4	ENST00000629624.1_1	LEMD1
ENST00000442318.1_1	RP11-576D8.4	ENST00000625854.1_1	LEMD1
ENST00000421166.1_1	RP4-681L3.2	ENST00000340781.8_1	SLC26A9
ENST00000429210.1	RP11-312O7.2	ENST00000470041.5_1	FAM72A
ENST00000429210.1	RP11-312O7.2	ENST00000468509.1_1	FAM72A
ENST00000429210.1	RP11-312O7.2	ENST00000367129.6_1	FAM72A
ENST00000429210.1	RP11-312O7.2	ENST00000367128.7_1	FAM72A
ENST00000429210.1	RP11-312O7.2	ENST00000481737.1_1	FAM72A
ENST00000429210.1	RP11-312O7.2	ENST00000431655.2_1	FAM72A
ENST00000606644.1	RP11-312O7.2	ENST00000468509.1_1	FAM72A
ENST00000606644.1	RP11-312O7.2	ENST00000367129.6_1	FAM72A
ENST00000606644.1	RP11-312O7.2	ENST00000367128.7_1	FAM72A
ENST00000606644.1	RP11-312O7.2	ENST00000481737.1_1	FAM72A
ENST00000606644.1	RP11-312O7.2	ENST00000431655.2_1	FAM72A
ENST00000606644.1	RP11-312O7.2	ENST00000341209.9_1	FAM72A
ENST00000606644.1	RP11-312O7.2	ENST00000607379.1_1	FAM72A
ENST00000425896.1_1	RP11-38J22.3	ENST00000612906.1_1	AVPR1B
ENST00000425896.1_1	RP11-38J22.3	ENST00000367126.4_1	AVPR1B
ENST00000417522.1	RP11-38J22.6	ENST00000331555.5	C1orf186
ENST00000425161.1_1	RP11-343H5.6	ENST00000367109.6_1	DYRK3
ENST00000425161.1_1	RP11-343H5.6	ENST00000367108.7_1	DYRK3
ENST00000425161.1_1	RP11-343H5.6	ENST00000489878.1_1	DYRK3
ENST00000425161.1_1	RP11-343H5.6	ENST00000441486.5_2	DYRK3
ENST00000425161.1_1	RP11-343H5.6	ENST00000367106.1_1	DYRK3
ENST00000445272.5_1	RP1-28O10.1	ENST00000367029.4_1	G0S2
ENST00000475406.5_1	SERTAD4-AS1	ENST00000367012.3_1	SERTAD4
ENST00000438597.1_1	KCNH1-IT1	ENST00000271751.8_1	KCNH1
ENST00000438597.1_1	KCNH1-IT1	ENST00000367007.4_1	KCNH1
ENST00000417794.1_1	RP11-359E8.3	ENST00000484910.1_1	RD3
ENST00000417794.1_1	RP11-359E8.3	ENST00000367002.4_1	RD3
ENST00000415202.1_1	RP11-122M14.1	ENST00000366998.4_1	NEK2
ENST00000415202.1_1	RP11-122M14.1	ENST00000366999.8_1	NEK2
ENST00000415202.1_1	RP11-122M14.1	ENST00000540251.5_1	NEK2
ENST00000457272.5_1	RP11-552D8.1	ENST00000366996.1_1	LPGAT1
ENST00000457272.5_1	RP11-552D8.1	ENST00000488600.1_1	LPGAT1
ENST00000457272.5_1	RP11-552D8.1	ENST00000366997.8_1	LPGAT1
ENST00000430623.5_1	RP11-552D8.1	ENST00000366996.1_1	LPGAT1
ENST00000430623.5_1	RP11-552D8.1	ENST00000488600.1_1	LPGAT1
ENST00000430623.5_1	RP11-552D8.1	ENST00000366997.8_1	LPGAT1
ENST00000429499.5_1	RP11-552D8.1	ENST00000488600.1_1	LPGAT1
ENST00000429499.5_1	RP11-552D8.1	ENST00000366997.8_1	LPGAT1
ENST00000446560.1_1	RP11-552D8.1	ENST00000488600.1_1	LPGAT1
ENST00000446560.1_1	RP11-552D8.1	ENST00000366997.8_1	LPGAT1
ENST00000356684.7_1	FLVCR1-AS1	ENST00000366971.8_1	FLVCR1
ENST00000356684.7_1	FLVCR1-AS1	ENST00000419102.1_1	FLVCR1
ENST00000424044.1_1	FLVCR1-AS1	ENST00000366971.8_1	FLVCR1
ENST00000424044.1_1	FLVCR1-AS1	ENST00000419102.1_1	FLVCR1
ENST00000426161.5_1	FLVCR1-AS1	ENST00000366971.8_1	FLVCR1
ENST00000426161.5_1	FLVCR1-AS1	ENST00000419102.1_1	FLVCR1
ENST00000630538.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000630538.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000630538.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000630538.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000630538.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000626228.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000626228.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000626228.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000626228.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000626228.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000630180.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000630180.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000630180.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000630180.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000630180.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000608936.5_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000608936.5_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000608936.5_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000608936.5_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000608936.5_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000628896.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000628896.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000628896.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000628896.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000628896.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000598091.1_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000598091.1_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000598091.1_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000598091.1_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000598091.1_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000625209.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000625209.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000625209.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000625209.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000625209.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000433082.6_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000433082.6_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000433082.6_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000433082.6_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000433082.6_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000628143.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000628143.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000628143.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000628143.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000628143.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000629743.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000629743.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000629743.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000629743.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000629743.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000626034.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000626034.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000626034.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000626034.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000626034.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000625722.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000625722.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000625722.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000625722.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000625722.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000626372.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000626372.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000626372.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000626372.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000626372.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000630223.2_1	PROX1-AS1	ENST00000498508.6_1	PROX1
ENST00000630223.2_1	PROX1-AS1	ENST00000366958.8_1	PROX1
ENST00000630223.2_1	PROX1-AS1	ENST00000607726.1_1	PROX1
ENST00000630223.2_1	PROX1-AS1	ENST00000261454.8_1	PROX1
ENST00000630223.2_1	PROX1-AS1	ENST00000435016.2_1	PROX1
ENST00000414452.1_1	TGFB2-AS1	ENST00000366929.4_1	TGFB2
ENST00000414452.1_1	TGFB2-AS1	ENST00000366930.8_1	TGFB2
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000366928.9_1	LYPLAL1
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000460522.5_1	LYPLAL1
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000366927.3_1	LYPLAL1
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000496776.5_1	LYPLAL1
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000477938.5_1	LYPLAL1
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000463964.5_1	LYPLAL1
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000483635.5_1	LYPLAL1
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000474379.5_1	LYPLAL1
ENST00000441331.1_1	LYPLAL1-AS1	ENST00000469590.5_1	LYPLAL1
ENST00000552026.1_1	HLX-AS1	ENST00000366903.7_1	HLX
ENST00000552026.1_1	HLX-AS1	ENST00000549319.2_1	HLX
ENST00000552026.1_1	HLX-AS1	ENST00000427693.1_1	HLX
ENST00000441835.1_1	TAF1A-AS1	ENST00000391883.2_1	TAF1A
ENST00000441835.1_1	TAF1A-AS1	ENST00000366890.5_1	TAF1A
ENST00000441835.1_1	TAF1A-AS1	ENST00000487009.5_1	TAF1A
ENST00000441835.1_1	TAF1A-AS1	ENST00000465263.1_1	TAF1A
ENST00000441835.1_1	TAF1A-AS1	ENST00000352967.8_1	TAF1A
ENST00000441835.1_1	TAF1A-AS1	ENST00000350027.8_1	TAF1A
ENST00000427540.1_1	TAF1A-AS1	ENST00000391883.2_1	TAF1A
ENST00000427540.1_1	TAF1A-AS1	ENST00000366890.5_1	TAF1A
ENST00000427540.1_1	TAF1A-AS1	ENST00000487009.5_1	TAF1A
ENST00000427540.1_1	TAF1A-AS1	ENST00000465263.1_1	TAF1A
ENST00000427540.1_1	TAF1A-AS1	ENST00000352967.8_1	TAF1A
ENST00000427540.1_1	TAF1A-AS1	ENST00000350027.8_1	TAF1A
ENST00000413074.1_1	TAF1A-AS1	ENST00000391883.2_1	TAF1A
ENST00000413074.1_1	TAF1A-AS1	ENST00000366890.5_1	TAF1A
ENST00000413074.1_1	TAF1A-AS1	ENST00000487009.5_1	TAF1A
ENST00000413074.1_1	TAF1A-AS1	ENST00000465263.1_1	TAF1A
ENST00000413074.1_1	TAF1A-AS1	ENST00000352967.8_1	TAF1A
ENST00000413074.1_1	TAF1A-AS1	ENST00000350027.8_1	TAF1A
ENST00000608771.1_1	RP11-378J18.8	ENST00000479370.1_1	MIA3
ENST00000608771.1_1	RP11-378J18.8	ENST00000450260.1_2	MIA3
ENST00000435108.1_1	RP11-239E10.2	ENST00000407096.6_1	TLR5
ENST00000435108.1_1	RP11-239E10.2	ENST00000484766.1_1	TLR5
ENST00000435108.1_1	RP11-239E10.2	ENST00000465726.1_1	TLR5
ENST00000435108.1_1	RP11-239E10.2	ENST00000366881.5_1	TLR5
ENST00000437416.2_2	RP11-100E13.1	ENST00000272133.3_1	CNIH3
ENST00000424332.1_1	RP11-285F7.2	ENST00000496025.1_1	TMEM63A
ENST00000609423.1_1	RP11-396C23.4	ENST00000366816.5_1	H3F3A
ENST00000609423.1_1	RP11-396C23.4	ENST00000366815.7_1	H3F3A
ENST00000609423.1_1	RP11-396C23.4	ENST00000366814.3_1	H3F3A
ENST00000413347.2_1	SNAP47-AS1	ENST00000606873.1_1	SNAP47
ENST00000413347.2_1	SNAP47-AS1	ENST00000478768.2_1	SNAP47
ENST00000496552.1_1	IBA57-AS1	ENST00000366711.3_1	IBA57
ENST00000366713.1_1	IBA57-AS1	ENST00000366711.3_1	IBA57
ENST00000602778.1_1	RP5-1139B12.4	ENST00000602832.1_1	OBSCN
ENST00000436779.1_1	RP11-245P10.4	ENST00000366699.3_1	TRIM11
ENST00000436779.1_1	RP11-245P10.4	ENST00000284551.10_1	TRIM11
ENST00000623748.1_1	RP5-915N17.11	ENST00000305943.7_1	RNF187
ENST00000429227.1_1	RP5-1061H20.4	ENST00000618010.4_1	RAB4A
ENST00000429227.1_1	RP5-1061H20.4	ENST00000481981.1_1	RAB4A
ENST00000429227.1_1	RP5-1061H20.4	ENST00000366690.4_1	RAB4A
ENST00000429227.1_1	RP5-1061H20.4	ENST00000473894.1_1	RAB4A
ENST00000436334.1_1	RP5-1061H20.4	ENST00000618010.4_1	RAB4A
ENST00000436334.1_1	RP5-1061H20.4	ENST00000481981.1_1	RAB4A
ENST00000436334.1_1	RP5-1061H20.4	ENST00000366690.4_1	RAB4A
ENST00000436334.1_1	RP5-1061H20.4	ENST00000473894.1_1	RAB4A
ENST00000417605.1_1	RP4-613A2.1	ENST00000366678.4_1	NUP133
ENST00000417605.1_1	RP4-613A2.1	ENST00000261396.5_1	NUP133
ENST00000633012.1_1	RP4-553F17.1	ENST00000391860.6_2	PGBD5
ENST00000440665.5_1	RP11-295G20.2	ENST00000366639.8_1	TSNAX
ENST00000440665.5_1	RP11-295G20.2	ENST00000602567.1_1	TSNAX-DISC1
ENST00000440665.5_1	RP11-295G20.2	ENST00000602634.5_1	TSNAX-DISC1
ENST00000440665.5_1	RP11-295G20.2	ENST00000602885.5_1	TSNAX-DISC1
ENST00000440665.5_1	RP11-295G20.2	ENST00000602956.5_1	TSNAX-DISC1
ENST00000440665.5_1	RP11-295G20.2	ENST00000602962.5_1	TSNAX-DISC1
ENST00000440665.5_1	RP11-295G20.2	ENST00000413309.2_1	TSNAX
ENST00000440665.5_1	RP11-295G20.2	ENST00000602825.5_1	TSNAX
ENST00000450783.5_1	RP11-295G20.2	ENST00000366639.8_1	TSNAX
ENST00000450783.5_1	RP11-295G20.2	ENST00000602567.1_1	TSNAX-DISC1
ENST00000450783.5_1	RP11-295G20.2	ENST00000602634.5_1	TSNAX-DISC1
ENST00000450783.5_1	RP11-295G20.2	ENST00000602885.5_1	TSNAX-DISC1
ENST00000450783.5_1	RP11-295G20.2	ENST00000602956.5_1	TSNAX-DISC1
ENST00000450783.5_1	RP11-295G20.2	ENST00000602962.5_1	TSNAX-DISC1
ENST00000450783.5_1	RP11-295G20.2	ENST00000413309.2_1	TSNAX
ENST00000450783.5_1	RP11-295G20.2	ENST00000602825.5_1	TSNAX
ENST00000450783.5_1	RP11-295G20.2	ENST00000476913.1_1	TSNAX
ENST00000425412.1_1	RP11-295G20.2	ENST00000366639.8_1	TSNAX
ENST00000425412.1_1	RP11-295G20.2	ENST00000602567.1_1	TSNAX-DISC1
ENST00000425412.1_1	RP11-295G20.2	ENST00000602634.5_1	TSNAX-DISC1
ENST00000425412.1_1	RP11-295G20.2	ENST00000602885.5_1	TSNAX-DISC1
ENST00000425412.1_1	RP11-295G20.2	ENST00000602956.5_1	TSNAX-DISC1
ENST00000425412.1_1	RP11-295G20.2	ENST00000602962.5_1	TSNAX-DISC1
ENST00000425412.1_1	RP11-295G20.2	ENST00000413309.2_1	TSNAX
ENST00000425412.1_1	RP11-295G20.2	ENST00000602825.5_1	TSNAX
ENST00000425412.1_1	RP11-295G20.2	ENST00000476913.1_1	TSNAX
ENST00000416221.5_1	RP11-295G20.2	ENST00000366639.8_1	TSNAX
ENST00000416221.5_1	RP11-295G20.2	ENST00000602567.1_1	TSNAX-DISC1
ENST00000416221.5_1	RP11-295G20.2	ENST00000602634.5_1	TSNAX-DISC1
ENST00000416221.5_1	RP11-295G20.2	ENST00000602885.5_1	TSNAX-DISC1
ENST00000416221.5_1	RP11-295G20.2	ENST00000602956.5_1	TSNAX-DISC1
ENST00000416221.5_1	RP11-295G20.2	ENST00000602962.5_1	TSNAX-DISC1
ENST00000416221.5_1	RP11-295G20.2	ENST00000413309.2_1	TSNAX
ENST00000416221.5_1	RP11-295G20.2	ENST00000602825.5_1	TSNAX
ENST00000416221.5_1	RP11-295G20.2	ENST00000476913.1_1	TSNAX
ENST00000454631.1_1	RP11-295G20.2	ENST00000366639.8_1	TSNAX
ENST00000454631.1_1	RP11-295G20.2	ENST00000602567.1_1	TSNAX-DISC1
ENST00000454631.1_1	RP11-295G20.2	ENST00000602634.5_1	TSNAX-DISC1
ENST00000454631.1_1	RP11-295G20.2	ENST00000602885.5_1	TSNAX-DISC1
ENST00000454631.1_1	RP11-295G20.2	ENST00000602956.5_1	TSNAX-DISC1
ENST00000454631.1_1	RP11-295G20.2	ENST00000602962.5_1	TSNAX-DISC1
ENST00000454631.1_1	RP11-295G20.2	ENST00000413309.2_1	TSNAX
ENST00000454631.1_1	RP11-295G20.2	ENST00000602825.5_1	TSNAX
ENST00000454631.1_1	RP11-295G20.2	ENST00000476913.1_1	TSNAX
ENST00000412483.1_1	RP4-799P18.2	ENST00000366617.3_1	SLC35F3
ENST00000451795.1_1	RP5-827C21.4	ENST00000366615.8_1	COA6
ENST00000451795.1_1	RP5-827C21.4	ENST00000619305.1_1	COA6
ENST00000451795.1_1	RP5-827C21.4	ENST00000366613.1_1	COA6
ENST00000451795.1_1	RP5-827C21.4	ENST00000366612.1_1	COA6
ENST00000493812.2_1	LGALS8-AS1	ENST00000366584.8_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000238181.11_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000475670.2_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000528782.5_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000532826.5_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000366583.6_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000442397.6_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000434231.6_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000323938.10_1	LGALS8
ENST00000493812.2_1	LGALS8-AS1	ENST00000526634.5_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000366584.8_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000238181.11_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000475670.2_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000528782.5_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000532826.5_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000366583.6_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000442397.6_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000434231.6_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000323938.10_1	LGALS8
ENST00000487567.2_1	LGALS8-AS1	ENST00000526634.5_1	LGALS8
ENST00000427859.5_1	CHRM3-AS2	ENST00000448020.1_2	CHRM3
ENST00000458325.5_1	CHRM3-AS2	ENST00000448020.1_2	CHRM3
ENST00000610890.1_1	CHRM3-AS2	ENST00000448020.1_2	CHRM3
ENST00000439562.1_1	RP11-261C10.5	ENST00000439296.2_1	CEP170
ENST00000437499.1_1	RP11-261C10.4	ENST00000413359.6_1	CEP170
ENST00000422938.1_1	RP11-261C10.4	ENST00000413359.6_1	CEP170
ENST00000623669.1_1	RP11-278H7.5	ENST00000598000.1	AL590483.1
ENST00000610145.1_1	RP11-11N7.4	ENST00000283179.13_2	HNRNPU
ENST00000610145.1_1	RP11-11N7.4	ENST00000476241.1_1	HNRNPU
ENST00000610145.1_1	RP11-11N7.4	ENST00000444376.6_2	HNRNPU
ENST00000607453.1_1	RP11-156E8.1	ENST00000497591.5_1	EFCAB2
ENST00000607453.1_1	RP11-156E8.1	ENST00000447569.6_1	EFCAB2
ENST00000607453.1_1	RP11-156E8.1	ENST00000473686.5_1	EFCAB2
ENST00000607453.1_1	RP11-156E8.1	ENST00000366521.7_1	EFCAB2
ENST00000607453.1_1	RP11-156E8.1	ENST00000487845.5_1	EFCAB2
ENST00000607453.1_1	RP11-156E8.1	ENST00000549220.5_1	EFCAB2
ENST00000607453.1_1	RP11-156E8.1	ENST00000495271.5_1	EFCAB2
ENST00000426444.1_1	RP11-634B7.5	ENST00000366485.1_1	OR14A2
ENST00000419891.1_1	RP11-634B7.5	ENST00000366485.1_1	OR14A2
ENST00000417047.1_1	AL672294.1	ENST00000533647.1_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000483223.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000530699.1_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000463519.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000451251.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000496411.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000533976.1_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000470787.6_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000497847.1_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000496231.1_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000412341.6_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000496053.1_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000306601.8_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000534660.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000495731.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000366471.7_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000528141.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000530986.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000533614.5_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000483791.6_1	ZNF692
ENST00000417047.1_1	AL672294.1	ENST00000534456.1_1	ZNF692
ENST00000615314.1_1	RP11-363N22.3	ENST00000360803.8_1	GTPBP4
ENST00000615314.1_1	RP11-363N22.3	ENST00000491635.1_1	GTPBP4
ENST00000615314.1_1	RP11-363N22.3	ENST00000360059.5_1	GTPBP4
ENST00000381466.2_1	RP11-363N22.3	ENST00000360803.8_1	GTPBP4
ENST00000381466.2_1	RP11-363N22.3	ENST00000491635.1_1	GTPBP4
ENST00000381466.2_1	RP11-363N22.3	ENST00000360059.5_1	GTPBP4
ENST00000607898.1_1	RP11-118K6.3	ENST00000607886.5_1	PFKP
ENST00000543008.1_1	CALML3-AS1	ENST00000315238.2_1	CALML3
ENST00000608273.1_1	RP11-318E3.9	ENST00000456041.5_2	GDI2
ENST00000608273.1_1	RP11-318E3.9	ENST00000380181.7_1	GDI2
ENST00000608273.1_1	RP11-318E3.9	ENST00000418688.5_2	GDI2
ENST00000608273.1_1	RP11-318E3.9	ENST00000609712.1_2	GDI2
ENST00000608273.1_1	RP11-318E3.9	ENST00000380191.8_1	GDI2
ENST00000608273.1_1	RP11-318E3.9	ENST00000608581.5_2	GDI2
