#chrom	start	end	name	score	strand	size	num_data	min	max	mean	median
chr1	6296146	6296346	ENST00000441724.1_1	0	+	200	200	0.00	0.70	0.03	0.00
chr1	39990586	39990786	ENST00000441741.5_1	0	-	200	200	0.00	0.50	0.01	0.00
chr15	59964822	59965022	ENST00000441746.1_1	0	-	200	200	0.00	1.00	0.60	1.00
chr2	219232476	219232676	ENST00000441749.1_1	0	-	200	200	0.00	1.00	0.53	0.79
chr1	762941	763141	ENST00000441765.5_1	0	+	200	200	0.00	0.10	0.01	0.00
chr1	219585183	219585383	ENST00000441790.1_1	0	-	200	200	0.00	0.96	0.22	0.05
chr2	217469395	217469595	ENST00000441803.1_1	0	+	200	200	0.00	0.26	0.01	0.00
chr1	222763092	222763292	ENST00000441835.1_1	0	+	200	200	0.00	1.00	0.04	0.00
chr3	8057894	8058094	ENST00000441861.5_1	0	-	200	200	0.00	0.50	0.25	0.25
chr7	100660802	100661002	ENST00000441882.1_1	0	-	200	200	0.00	1.00	0.05	0.00
chr3	4928844	4929044	ENST00000441894.4_1	0	-	200	200	0.00	0.04	0.00	0.00
chr1	201487192	201487392	ENST00000441932.1_1	0	+	200	200	0.00	0.05	0.01	0.01
chr7	90225099	90225299	ENST00000441971.5_1	0	-	200	200	0.00	0.20	0.01	0.00
chr2	47572115	47572315	ENST00000441997.5_1	0	-	200	200	0.00	1.00	0.21	0.00
chr6	73972868	73973068	ENST00000442007.1_1	0	+	200	200	0.00	0.64	0.04	0.00
chr4	118755418	118755618	ENST00000442020.1_1	0	+	200	200	0.00	0.69	0.11	0.05
chr11	2017286	2017486	ENST00000442037.5_1	0	-	200	200	0.00	1.00	0.15	0.00
chr2	70313305	70313505	ENST00000442040.1	0	-	200	200	0.00	1.00	0.31	0.00
chr1	26146306	26146506	ENST00000442055.5_1	0	-	200	200	0.00	1.00	0.35	0.01
chr1	173835750	173835950	ENST00000442067.5_1	0	-	200	200	0.00	1.00	0.31	0.00
chr9	72574	72774	ENST00000442069.2_1	0	+	200	200	0.00	1.00	0.12	0.00
chr9	94188530	94188730	ENST00000442072.1_1	0	+	200	200	0.00	1.00	0.20	0.00
chr6	147997112	147997312	ENST00000442094.5_1	0	+	200	200	0.00	1.00	0.30	0.02
chr1	179805159	179805359	ENST00000442108.1_1	0	-	200	200	0.00	0.94	0.08	0.01
chr1	234384	234584	ENST00000442116.1_1	0	-	200	200	0.01	0.12	0.05	0.04
chr12	112279634	112279834	ENST00000442119.5_1	0	-	200	200	0.00	1.00	0.17	0.00
chr1	160231424	160231624	ENST00000442130.1_1	0	+	200	200	0.00	1.00	0.51	0.44
chr10	75255788	75255988	ENST00000442133.8_1	0	+	200	200	0.00	1.00	0.40	0.02
chr7	100201580	100201780	ENST00000442166.2_1	0	-	200	200	0.00	1.00	0.78	1.00
chr1	222997088	222997288	ENST00000442171.5_1	0	+	200	200	0.00	1.00	0.10	0.00
chr20	31037459	31037659	ENST00000442179.1_1	0	+	200	200	0.00	0.05	0.00	0.00
chr10	103070689	103070889	ENST00000442188.1_1	0	+	200	200	0.00	1.00	0.34	0.01
chr1	20512871	20513071	ENST00000442226.1_1	0	-	200	200	0.00	0.58	0.05	0.00
chr6	33217245	33217445	ENST00000442228.1_1	0	+	200	200	0.00	0.01	0.00	0.00
chr7	22701408	22701608	ENST00000442252.1_1	0	-	200	200	0.00	0.29	0.01	0.00
chr6	153304768	153304968	ENST00000442269.1_2	0	+	200	200	0.00	1.00	0.15	0.00
chr1	998570	998770	ENST00000442292.2_1	0	-	200	200	0.00	1.00	0.11	0.00
chr2	168149411	168149611	ENST00000442316.1_1	0	+	200	200	0.01	1.00	0.93	1.00
chr1	205424950	205425150	ENST00000442318.1_1	0	+	200	200	0.00	1.00	0.66	0.95
chr2	179387840	179388040	ENST00000442329.6_1	0	+	200	200	0.00	0.03	0.00	0.00
chr17	18980989	18981189	ENST00000442355.6_1	0	+	200	200	0.00	0.10	0.01	0.00
chr20	42839642	42839842	ENST00000442383.1_1	0	+	200	200	0.00	1.00	0.14	0.00
chr3	49679778	49679978	ENST00000442384.1_1	0	-	200	200	0.00	1.00	0.60	0.95
chr2	16213461	16213661	ENST00000442387.2_1	0	+	200	200	0.00	0.09	0.00	0.00
chr2	173421068	173421268	ENST00000442417.5_1	0	-	200	200	0.00	1.00	0.13	0.00
chr20	37075215	37075415	ENST00000442419.1_1	0	+	200	200	0.00	1.00	0.05	0.00
chr1	143721071	143721271	ENST00000442423.1	0	-	200	200	0.11	1.00	0.97	1.00
chr9	13279096	13279296	ENST00000442428.1_1	0	-	200	200	0.00	1.00	0.05	0.00
chr9	33166842	33167042	ENST00000442432.1_1	0	+	200	200	0.00	1.00	0.47	0.32
chr21	47882167	47882367	ENST00000442434.1_1	0	+	200	200	0.00	0.15	0.01	0.00
chr20	23338662	23338862	ENST00000442440.1_1	0	-	200	200	0.00	0.05	0.00	0.00
chr9	487602	487802	ENST00000442442.1_1	0	+	200	200	0.00	0.87	0.06	0.00
chr2	171627178	171627378	ENST00000442456.4_1	0	-	200	200	0.00	0.49	0.01	0.00
chr20	42179492	42179692	ENST00000442482.1_1	0	-	200	200	0.00	1.00	0.42	0.30
chr1	2143693	2143893	ENST00000442483.2_1	0	+	200	200	0.00	0.90	0.04	0.00
chr1	144520885	144521085	ENST00000442509.1	0	-	200	200	0.09	1.00	0.98	1.00
chr10	43915974	43916174	ENST00000442526.2_1	0	+	200	200	0.00	0.19	0.04	0.01
chr17	79485986	79486186	ENST00000442532.1_1	0	+	200	200	0.00	0.02	0.00	0.00
chr3	45550921	45551121	ENST00000442534.2_1	0	-	200	200	0.00	0.95	0.04	0.00
chr21	29097019	29097219	ENST00000442550.1_1	0	+	200	200	0.01	0.31	0.15	0.12
chr22	36851044	36851244	ENST00000442579.1_1	0	-	200	200	0.00	0.92	0.11	0.00
chr21	43981944	43982144	ENST00000442605.1_1	0	-	200	200	0.00	0.98	0.03	0.00
chr1	8938794	8938994	ENST00000442636.1_1	0	+	200	200	0.00	1.00	0.08	0.00
chr2	159591242	159591442	ENST00000442666.1_1	0	-	200	200	0.00	0.05	0.00	0.00
chr1	3816870	3817070	ENST00000442673.1_1	0	+	200	200	0.00	1.00	0.04	0.00
chr2	155824415	155824615	ENST00000442706.1_1	0	-	200	200	0.00	0.95	0.08	0.00
chr1	246852957	246853157	ENST00000442712.1_1	0	+	200	200	0.00	0.10	0.00	0.00
chr7	79099373	79099573	ENST00000442765.1_1	0	+	200	200	0.00	0.92	0.09	0.00
chr6	40491569	40491769	ENST00000442781.1_1	0	-	200	200	0.00	0.10	0.00	0.00
chr5	111496462	111496662	ENST00000442823.2_1	0	+	200	200	0.00	1.00	0.16	0.00
chr17	15943687	15943887	ENST00000442828.2_1	0	+	200	200	0.00	1.00	0.39	0.00
chrX	136646543	136646743	ENST00000442841.1_1	0	-	200	200	0.00	1.00	0.86	1.00
chr8	145662959	145663159	ENST00000442850.1_1	0	+	200	200	0.00	0.20	0.03	0.01
chr1	93775253	93775453	ENST00000442860.5_1	0	-	200	200	0.00	0.15	0.02	0.00
chr2	242786440	242786640	ENST00000442867.1_1	0	+	200	200	0.00	1.00	0.19	0.01
chr20	23332004	23332204	ENST00000442884.1_1	0	-	200	200	0.00	0.08	0.00	0.00
chr1	6844942	6845142	ENST00000442889.1_1	0	-	200	200	0.00	1.00	0.88	1.00
chr6	111804640	111804840	ENST00000442928.6_1	0	+	200	200	0.00	1.00	0.49	0.50
chr3	196158135	196158335	ENST00000442941.1_1	0	+	200	200	0.00	1.00	0.88	1.00
chr2	200322314	200322514	ENST00000442967.1_1	0	+	200	200	0.00	1.00	0.80	1.00
chrX	50914132	50914332	ENST00000442994.1_1	0	-	200	200	0.00	0.20	0.06	0.03
chr2	175411784	175411984	ENST00000442996.1_1	0	+	200	200	0.00	1.00	0.10	0.00
chr22	43434492	43434692	ENST00000443063.1_1	0	+	200	200	0.00	0.14	0.01	0.00
chr1	31198558	31198758	ENST00000443076.1_1	0	+	200	200	0.00	1.00	0.04	0.00
chr13	23993003	23993203	ENST00000443092.2_1	0	+	200	200	0.00	0.09	0.02	0.02
chr2	178179542	178179742	ENST00000443132.1_1	0	-	200	200	0.00	0.73	0.04	0.00
chr1	39339126	39339326	ENST00000443161.1_1	0	+	200	200	0.00	1.00	0.22	0.00
chr7	44887970	44888170	ENST00000443162.1_1	0	+	200	200	0.00	1.00	0.07	0.00
chr9	89246963	89247163	ENST00000443163.1_1	0	+	200	200	0.00	0.25	0.01	0.00
chr3	192232713	192232913	ENST00000443165.1_1	0	+	200	200	0.00	1.00	0.19	0.01
chr1	211859765	211859965	ENST00000443174.2_1	0	+	200	200	0.00	0.98	0.06	0.00
chr1	236135040	236135240	ENST00000443207.1_1	0	-	200	200	0.00	1.00	0.16	0.00
chr1	117021398	117021598	ENST00000443219.5_1	0	-	200	200	0.00	0.17	0.00	0.00
chr6	81162817	81163017	ENST00000443221.2_1	0	+	200	200	0.00	0.12	0.00	0.00
chr10	23632820	23633020	ENST00000443224.1_1	0	+	200	200	0.00	1.00	0.16	0.00
chr13	93708811	93709011	ENST00000443228.1_1	0	+	200	200	0.00	0.85	0.05	0.00
chr6	100441816	100442016	ENST00000443234.6_1	0	+	200	200	0.00	1.00	0.11	0.00
chr2	53137058	53137258	ENST00000443237.1_1	0	-	200	200	0.00	0.12	0.01	0.00
chrX	84465625	84465825	ENST00000443247.1_1	0	+	200	200	0.00	1.00	0.09	0.00
chr14	101424517	101424717	ENST00000443252.3_1	0	+	200	200	0.00	0.01	0.00	0.00
chr1	5150859	5151059	ENST00000443270.1_1	0	-	200	200	0.00	0.03	0.00	0.00
chr1	55353023	55353223	ENST00000443284.1_1	0	+	200	200	0.00	1.00	0.07	0.00
chr9	45108293	45108493	ENST00000443347.5_1	0	+	200	200	0.00	0.29	0.04	0.00
chr9	18362118	18362318	ENST00000443359.1_1	0	-	200	200	0.00	1.00	0.33	0.01
chr16	26606126	26606326	ENST00000443373.1_1	0	-	200	200	0.00	0.02	0.00	0.00
chr10	52384611	52384811	ENST00000443374.6_1	0	+	200	200	0.00	1.00	0.19	0.00
chr6	161339432	161339632	ENST00000443380.5_1	0	-	200	200	0.00	0.19	0.00	0.00
chr2	112252528	112252728	ENST00000443467.5_1	0	-	200	200	0.00	1.00	0.65	0.97
chr9	130890727	130890927	ENST00000443493.3_1	0	+	200	200	0.00	0.32	0.01	0.00
chr17	20824292	20824492	ENST00000443508.6_1	0	+	200	200	0.00	0.14	0.02	0.01
chr10	54515088	54515288	ENST00000443523.1_1	0	-	200	200	0.00	0.04	0.01	0.00
chr13	19983569	19983769	ENST00000443554.1_1	0	-	200	200	0.00	0.98	0.06	0.00
chr1	27852157	27852357	ENST00000443579.1_1	0	+	200	200	0.00	1.00	0.37	0.13
chr13	50656027	50656227	ENST00000443587.5_1	0	-	200	200	0.00	1.00	0.83	1.00
chr12	112279634	112279834	ENST00000443596.1_1	0	-	200	200	0.00	1.00	0.17	0.00
chr1	149672898	149673098	ENST00000443602.2	0	+	200	200	0.00	1.00	0.15	0.00
chr1	214530823	214531023	ENST00000443622.1_1	0	-	200	200	0.00	1.00	0.27	0.03
chr7	130668764	130668964	ENST00000443623.5_1	0	-	200	200	0.00	1.00	0.08	0.00
chr9	131486624	131486824	ENST00000443631.1_1	0	+	200	200	0.00	0.92	0.04	0.00
chr1	155293862	155294062	ENST00000443642.1_1	0	-	200	200	0.00	0.55	0.01	0.00
chr2	177502364	177502564	ENST00000443670.1_1	0	+	200	200	0.00	0.50	0.05	0.00
chr9	6717891	6718091	ENST00000443688.1_1	0	+	200	200	0.04	0.40	0.25	0.28
chr9	96619053	96619253	ENST00000443771.1_1	0	+	200	200	0.00	0.29	0.02	0.00
chr1	740080	740280	ENST00000443772.1_1	0	+	200	200	0.00	0.08	0.00	0.00
chr13	24044132	24044332	ENST00000443778.2_1	0	+	200	200	0.00	1.00	0.21	0.01
chr1	173837027	173837227	ENST00000443799.5_1	0	-	200	200	0.00	1.00	0.14	0.00
chr5	141783659	141783859	ENST00000443800.5_1	0	+	200	200	0.00	1.00	0.64	0.97
chrX	100349365	100349565	ENST00000443801.2_1	0	-	200	200	0.00	1.00	0.21	0.01
chr1	91317075	91317275	ENST00000443802.1_1	0	-	200	200	0.00	1.00	0.22	0.00
chr1	218683339	218683539	ENST00000443836.5_1	0	+	200	200	0.00	0.22	0.01	0.00
chr2	155554291	155554491	ENST00000443901.1_1	0	-	200	200	0.00	1.00	0.21	0.00
chr10	101949509	101949709	ENST00000443919.1_1	0	+	200	200	0.00	0.98	0.14	0.02
chr10	134000154	134000354	ENST00000443922.1_1	0	-	200	200	0.00	0.08	0.00	0.00
chr2	52727790	52727990	ENST00000443926.1_1	0	-	200	200	0.00	0.99	0.04	0.00
chr1	160643017	160643217	ENST00000443928.6_1	0	+	200	200	0.00	0.99	0.16	0.00
chrY	1520259	1520459	ENST00000443929.6_1_PAR_Y	0	+	200	200	0.00	0.75	0.04	0.00
chrX	1520259	1520459	ENST00000443929.6_1	0	+	200	200	0.00	0.16	0.02	0.01
chr1	1946869	1947069	ENST00000443930.1_1	0	-	200	200	0.00	0.55	0.03	0.00
chr2	61372004	61372204	ENST00000443946.1_1	0	-	200	200	0.00	0.05	0.00	0.00
chr7	13140958	13141158	ENST00000443947.1_1	0	+	200	200	0.00	0.97	0.06	0.00
chrX	13321428	13321628	ENST00000443965.1_1	0	-	200	200	0.00	0.54	0.19	0.13
chr20	57415743	57415943	ENST00000443966.2_1	0	-	200	200	0.00	1.00	0.71	0.99
chr9	132337588	132337788	ENST00000443993.1_1	0	+	200	200	0.00	0.14	0.01	0.00
chr17	6922878	6923078	ENST00000443997.1_1	0	-	200	200	0.38	1.00	1.00	1.00
chr1	204595678	204595878	ENST00000444037.1_1	0	+	200	200	0.00	0.03	0.00	0.00
chr6	46097443	46097643	ENST00000444038.2_1	0	-	200	200	0.00	1.00	0.09	0.00
chr22	21311297	21311497	ENST00000444039.1_1	0	+	200	200	0.00	0.06	0.00	0.00
chr1	47644863	47645063	ENST00000444042.2_1	0	-	200	200	0.00	1.00	0.09	0.00
chr3	193345026	193345226	ENST00000444085.1_1	0	-	200	200	0.00	1.00	0.22	0.00
chr10	70002036	70002236	ENST00000444086.1_1	0	-	200	200	0.00	0.96	0.09	0.01
chr22	24496954	24497154	ENST00000444093.1_1	0	+	200	200	0.00	0.29	0.01	0.00
chr6	167412470	167412670	ENST00000444102.1_1	0	-	200	200	0.00	0.07	0.00	0.00
chr22	27620540	27620740	ENST00000444114.5_1	0	-	200	200	0.00	1.00	0.27	0.00
chr11	116510070	116510270	ENST00000444123.5_1	0	+	200	200	0.00	0.65	0.02	0.00
chr9	132099102	132099302	ENST00000444125.1_1	0	+	200	200	0.00	1.00	0.91	1.00
chr6	30294028	30294228	ENST00000444126.5_1	0	-	200	200	0.00	1.00	0.16	0.00
chr21	23582145	23582345	ENST00000444130.1_1	0	+	200	200	0.00	0.08	0.02	0.01
chr10	54735475	54735675	ENST00000444155.1_1	0	-	200	200	0.00	0.34	0.02	0.00
chr2	162279546	162279746	ENST00000444164.5_1	0	-	200	200	0.00	1.00	0.05	0.00
chr9	132250910	132251110	ENST00000444184.5_1	0	+	200	200	0.00	1.00	0.57	0.76
chrX	5644135	5644335	ENST00000444185.5_1	0	-	200	200	0.00	0.30	0.04	0.01
chr6	169613182	169613382	ENST00000444188.1_1	0	+	200	200	0.00	0.01	0.00	0.00
chr2	175352016	175352216	ENST00000444196.1_1	0	+	200	200	0.00	1.00	0.08	0.00
chr11	116706427	116706627	ENST00000444200.1_1	0	+	200	200	0.00	1.00	0.31	0.01
chr7	5515616	5515816	ENST00000444210.2_1	0	+	200	200	0.00	1.00	0.08	0.00
chr2	27273562	27273762	ENST00000444217.1_1	0	-	200	200	0.00	1.00	0.46	0.10
chr19	58916629	58916829	ENST00000444227.2_1	0	-	200	0	NA	NA	NA	NA
chr6	126498240	126498440	ENST00000444229.1_1	0	+	200	200	0.00	1.00	0.22	0.00
chr7	115967847	115968047	ENST00000444244.1_1	0	-	200	200	0.00	0.05	0.00	0.00
chr7	131012438	131012638	ENST00000444245.5_1	0	-	200	200	0.00	1.00	0.31	0.00
chr6	111599088	111599288	ENST00000444259.1_1	0	+	200	200	0.00	0.07	0.00	0.00
chr6	21898825	21899025	ENST00000444265.6_1	0	+	200	200	0.00	1.00	0.18	0.00
chr1	209602065	209602265	ENST00000444286.1_1	0	+	200	200	0.00	1.00	0.48	0.29
chr2	112252528	112252728	ENST00000444301.5_1	0	-	200	200	0.00	1.00	0.65	0.97
chr6	135622607	135622807	ENST00000444302.1_1	0	+	200	200	0.00	0.77	0.10	0.00
chr21	27788729	27788929	ENST00000444306.1_1	0	+	200	200	0.00	0.96	0.07	0.00
chr1	240342844	240343044	ENST00000444308.1_1	0	-	200	200	0.00	0.19	0.02	0.00
chr13	30947958	30948158	ENST00000444319.1_1	0	-	200	200	0.00	0.02	0.00	0.00
chr16	21314453	21314653	ENST00000444326.1_1	0	+	200	200	0.00	0.04	0.01	0.00
chr1	101815506	101815706	ENST00000444327.1_1	0	+	200	200	0.00	0.19	0.01	0.00
chr1	241587513	241587713	ENST00000444330.1_1	0	+	200	200	0.00	0.99	0.35	0.16
chr1	36043278	36043478	ENST00000444348.1_1	0	-	200	200	0.00	0.24	0.00	0.00
chr10	101989317	101989517	ENST00000444359.1_1	0	+	200	200	0.00	1.00	0.20	0.00
chr1	1334832	1335032	ENST00000444362.2_1	0	+	200	200	0.00	1.00	0.10	0.00
chr9	92316469	92316669	ENST00000444374.1_1	0	+	200	200	0.00	0.20	0.01	0.00
chr22	39077761	39077961	ENST00000444381.1_1	0	-	200	200	0.00	1.00	0.07	0.00
chr1	43919455	43919655	ENST00000444386.1_1	0	+	200	200	0.00	1.00	0.09	0.00
chr22	27068653	27068853	ENST00000444388.5_1	0	+	200	200	0.00	0.26	0.00	0.00
chr2	136742647	136742847	ENST00000444406.1_1	0	+	200	200	0.00	1.00	0.08	0.00
chr2	70314022	70314222	ENST00000444410.1	0	-	200	200	0.00	1.00	0.54	0.84
chr10	88752064	88752264	ENST00000444431.1_1	0	+	200	200	0.00	1.00	0.84	1.00
chr20	38414264	38414464	ENST00000444436.1_1	0	+	200	200	0.00	1.00	0.67	1.00
chr10	51732496	51732696	ENST00000444438.2_1	0	+	200	200	0.00	1.00	0.33	0.04
chr17	31232581	31232781	ENST00000444464.1_1	0	+	200	200	0.00	0.37	0.06	0.04
chr1	173833940	173834140	ENST00000444470.5_1	0	-	200	200	0.00	1.00	0.37	0.00
chr9	94909724	94909924	ENST00000444476.1_1	0	+	200	200	0.00	0.10	0.02	0.01
chrX	73168653	73168853	ENST00000444482.1_1	0	+	200	200	0.02	0.35	0.18	0.17
chr3	188665368	188665568	ENST00000444488.1_1	0	-	200	200	0.00	1.00	0.51	0.62
chrX	149108253	149108453	ENST00000444489.5_1	0	+	200	200	0.00	0.52	0.02	0.00
chr2	28958872	28959072	ENST00000444501.1_1	0	-	200	200	0.00	1.00	0.08	0.00
chr1	2115889	2116089	ENST00000444529.1_1	0	-	200	200	0.00	1.00	0.29	0.00
chr1	43311993	43312193	ENST00000444563.5_1	0	-	200	200	0.00	1.00	0.19	0.00
chr13	19293769	19293969	ENST00000444605.1	0	-	200	200	0.00	0.15	0.01	0.00
chr13	44716364	44716564	ENST00000444663.5_1	0	+	200	185	0.00	0.25	0.01	0.00
chr1	95729517	95729717	ENST00000444665.5_1	0	-	200	200	0.00	0.97	0.05	0.00
chr9	118016430	118016630	ENST00000444701.1_1	0	-	200	200	0.00	0.23	0.02	0.00
chr9	134691480	134691680	ENST00000444708.1_1	0	+	200	200	0.00	1.00	0.08	0.00
chrX	154581140	154581340	ENST00000444722.1_1	0	-	200	200	0.00	0.88	0.20	0.02
chr19	36036302	36036502	ENST00000444728.1_1	0	-	200	200	0.00	1.00	0.08	0.00
chr3	191747570	191747770	ENST00000444729.1_1	0	+	200	200	0.00	0.91	0.07	0.00
chr13	27810848	27811048	ENST00000444744.1_1	0	-	200	200	0.00	0.92	0.04	0.00
chr1	212341450	212341650	ENST00000444750.1_1	0	+	200	200	0.00	0.86	0.06	0.00
chr10	65424315	65424515	ENST00000444770.1_1	0	+	200	200	0.00	0.14	0.04	0.02
chr9	547017	547217	ENST00000444793.1_1	0	+	200	200	0.00	1.00	0.40	0.09
chr9	128508713	128508913	ENST00000444800.1_1	0	-	200	200	0.00	1.00	0.30	0.00
chr20	37077129	37077329	ENST00000444816.1_1	0	+	200	200	0.00	0.80	0.03	0.00
chr22	32779674	32779874	ENST00000444848.1_1	0	+	200	200	0.00	0.03	0.01	0.00
chr1	222988290	222988490	ENST00000444858.5_1	0	+	200	200	0.00	1.00	0.29	0.04
chr21	18187909	18188109	ENST00000444868.2_1	0	-	200	200	0.00	0.20	0.02	0.00
chr2	45165905	45166105	ENST00000444871.2_1	0	-	200	200	0.00	1.00	0.13	0.00
chr2	60722332	60722532	ENST00000444873.1_1	0	+	200	200	0.00	1.00	0.15	0.00
chr7	99933637	99933837	ENST00000444874.5_1	0	+	200	200	0.00	1.00	0.06	0.00
chr3	238749	238949	ENST00000444879.5_1	0	-	200	200	0.00	0.93	0.03	0.00
chr1	144516403	144516603	ENST00000444883.1	0	-	200	200	0.00	0.25	0.01	0.00
chr1	187412639	187412839	ENST00000444887.1_1	0	+	200	200	0.00	0.35	0.02	0.00
chr22	46440711	46440911	ENST00000444890.1_1	0	-	200	200	0.00	1.00	0.07	0.00
chr2	173421068	173421268	ENST00000444919.1_1	0	-	200	200	0.00	1.00	0.13	0.00
chr2	235997043	235997243	ENST00000444926.1_1	0	-	200	200	0.00	0.03	0.00	0.00
chr20	34078708	34078908	ENST00000444933.5_1	0	-	200	200	0.00	1.00	0.28	0.00
chr3	196045111	196045311	ENST00000444939.1_1	0	+	200	200	0.00	1.00	0.05	0.00
chr2	7561315	7561515	ENST00000444955.1_1	0	+	200	200	0.00	0.03	0.00	0.00
chr9	33738314	33738514	ENST00000444956.5_1	0	-	200	200	0.00	0.98	0.08	0.00
chr4	53578571	53578771	ENST00000444958.1_1	0	+	200	200	0.00	0.99	0.03	0.00
chr21	47666847	47667047	ENST00000444966.1_1	0	+	200	200	0.00	0.34	0.03	0.00
chr1	1253926	1254126	ENST00000444968.1_1	0	-	200	200	0.00	0.10	0.01	0.00
chr20	23338662	23338862	ENST00000444981.5_1	0	-	200	200	0.00	0.05	0.00	0.00
chr22	33179064	33179264	ENST00000444982.1_1	0	+	200	200	0.00	0.43	0.01	0.00
chr6	28864270	28864470	ENST00000444986.1_1	0	+	200	200	0.00	0.14	0.01	0.00
chr21	47649045	47649245	ENST00000444998.1_1	0	+	200	200	0.00	0.10	0.00	0.00
chr6	2988101	2988301	ENST00000445000.2_1	0	+	200	200	0.00	0.50	0.02	0.00
chr9	20684000	20684200	ENST00000445051.1_1	0	-	200	200	0.00	1.00	0.15	0.00
chr1	188874822	188875022	ENST00000445072.1_1	0	+	200	200	0.01	0.25	0.09	0.06
chr1	93811247	93811447	ENST00000445076.1_1	0	-	200	200	0.00	1.00	0.11	0.00
chr2	70528436	70528636	ENST00000445084.1_1	0	+	200	200	0.00	1.00	0.07	0.00
chr1	762941	763141	ENST00000445118.6_1	0	+	200	200	0.00	0.10	0.01	0.00
chr2	216708310	216708510	ENST00000445174.5_1	0	-	200	200	0.00	0.34	0.01	0.00
chr7	104653394	104653594	ENST00000445184.1_1	0	-	200	200	0.00	1.00	0.74	0.99
chr2	230989926	230990126	ENST00000445199.3_1	0	+	200	200	0.00	1.00	0.11	0.00
chr10	17742144	17742344	ENST00000445235.1_1	0	-	200	200	0.00	1.00	0.52	0.91
chr21	46756523	46756723	ENST00000445242.1_1	0	+	200	200	0.00	0.88	0.06	0.00
chr1	209848472	209848672	ENST00000445272.5_1	0	-	200	200	0.00	1.00	0.03	0.00
chr9	96199374	96199574	ENST00000445280.1_1	0	-	200	200	0.00	0.19	0.01	0.00
chr1	8086671	8086871	ENST00000445300.1_1	0	+	200	200	0.00	0.33	0.01	0.00
chr2	118595221	118595421	ENST00000445332.1_1	0	+	200	200	0.00	0.16	0.01	0.00
chr7	1499455	1499655	ENST00000445345.1_1	0	+	200	200	0.00	0.01	0.00	0.00
chr2	162107573	162107773	ENST00000445372.5_1	0	-	200	200	0.00	1.00	0.18	0.00
chr2	25194895	25195095	ENST00000445389.5_1	0	+	200	200	0.00	1.00	0.22	0.00
chrX	133678775	133678975	ENST00000445415.1_1	0	-	200	200	0.00	1.00	0.08	0.00
chr2	677099	677299	ENST00000445418.1_1	0	+	200	200	0.00	1.00	0.08	0.00
chr20	43374795	43374995	ENST00000445420.5_1	0	-	200	200	0.00	1.00	0.23	0.00
chr10	6622281	6622481	ENST00000445427.1_1	0	+	200	200	0.00	0.19	0.01	0.00
chr3	37903159	37903359	ENST00000445429.5_1	0	-	200	200	0.00	1.00	0.49	0.43
chr3	195384839	195385039	ENST00000445430.5_1	0	+	200	200	0.00	1.00	0.14	0.00
chr22	46450674	46450874	ENST00000445441.1_1	0	+	200	200	0.00	0.32	0.01	0.00
chr6	168702693	168702893	ENST00000445442.2_1	0	-	200	200	0.00	0.30	0.05	0.02
chr10	77043142	77043342	ENST00000445450.1_1	0	-	200	200	0.00	1.00	0.37	0.07
chr3	42695780	42695980	ENST00000445452.1_1	0	-	200	200	0.00	1.00	0.51	0.68
chr10	11936599	11936799	ENST00000445498.5_1	0	-	200	200	0.00	0.99	0.09	0.00
chr11	2161659	2161859	ENST00000445504.2_1	0	+	200	200	0.00	1.00	0.13	0.00
chr17	12609352	12609552	ENST00000445508.1_1	0	-	200	200	0.00	0.54	0.03	0.00
chr2	39664466	39664666	ENST00000445520.5_1	0	+	200	200	0.00	1.00	0.08	0.00
chr10	29698418	29698618	ENST00000445521.5_1	0	+	200	200	0.00	1.00	0.51	0.46
chr11	70323597	70323797	ENST00000445532.1_1	0	-	200	200	0.00	0.02	0.00	0.00
chr2	238165631	238165831	ENST00000445534.2_1	0	+	200	200	0.00	0.28	0.02	0.00
chr6	28954478	28954678	ENST00000445544.1_1	0	+	200	200	0.00	0.59	0.05	0.00
chr1	47901121	47901321	ENST00000445551.1_1	0	-	200	200	0.00	1.00	0.14	0.00
chr1	119689268	119689468	ENST00000445565.1_1	0	+	200	200	0.00	0.22	0.01	0.00
chr20	43594904	43595104	ENST00000445571.1_1	0	-	200	200	0.00	1.00	0.05	0.00
chr1	1981508	1981708	ENST00000445600.1_1	0	-	200	200	0.00	1.00	0.15	0.00
chr9	66553431	66553631	ENST00000445604.6_1	0	-	200	200	0.00	0.10	0.02	0.01
chr9	2540998	2541198	ENST00000445631.1_1	0	+	200	200	0.00	0.42	0.06	0.02
chr10	119494537	119494737	ENST00000445647.1_1	0	+	200	200	0.00	0.03	0.00	0.00
chr5	54358908	54359108	ENST00000445660.2_1	0	+	200	200	0.00	0.28	0.01	0.00
chr1	111983814	111984014	ENST00000445680.1_1	0	-	200	200	0.00	1.00	0.71	1.00
chr7	65958614	65958814	ENST00000445681.1_1	0	+	200	200	0.00	0.46	0.06	0.01
chr22	24059412	24059612	ENST00000445682.2_1	0	-	200	200	0.00	0.74	0.10	0.01
chr3	195426964	195427164	ENST00000445707.3_1	0	+	200	200	0.00	0.22	0.07	0.04
chr16	175637	175837	ENST00000445733.1_1	0	+	200	200	0.00	0.28	0.01	0.00
chr5	86535507	86535707	ENST00000445770.3_1	0	-	200	200	0.00	0.13	0.01	0.00
chr10	99094513	99094713	ENST00000445808.3_1	0	+	200	200	0.00	1.00	0.13	0.00
chr6	151377093	151377293	ENST00000445833.1_1	0	-	200	200	0.00	0.20	0.01	0.00
